epsilon,T,sigma
0.3041408360004425,425.07040405273438,124.36534881591797
0.094818964600563049,320.40948486328125,5.0846519470214844
0.098899781703948975,322.44989013671875,6.3442215919494629
0.20176035165786743,373.88018798828125,54.530368804931641
0.53926783800125122,542.6339111328125,332.6990966796875
0.37999600172042847,462.99798583984375,185.63522338867188
0.16599319875240326,355.99661254882812,34.695369720458984
0.40004000067710876,473.01998901367188,202.90353393554688
0.12098419666290283,333.49209594726562,14.184389114379883
0.47649529576301575,511.24765014648438,272.2427978515625
0.29369872808456421,419.849365234375,116.49759674072266
0.095179036259651184,320.58950805664062,5.1932454109191895
0.3840768039226532,465.03842163085938,189.11737060546875
0.17511501908302307,360.55752563476562,39.484611511230469
0.13178636133670807,338.8931884765625,18.592548370361328
0.08449690043926239,315.24844360351562,2.190415620803833
0.17595519125461578,360.97760009765625,39.935398101806641
0.34590917825698853,445.95458984375,157.25770568847656
0.2597319483757019,402.865966796875,91.990341186523438
0.46605321764945984,506.026611328125,262.47476196289062
0.05665133148431778,301.32565307617188,-3.2015368938446045
0.0051610320806503296,275.58050537109375,3.3322188854217529
0.34170833230018616,443.85415649414062,153.85206604003906
0.47625523805618286,511.12762451171875,272.01724243164062
0.48081615567207336,513.4080810546875,276.3101806640625
0.015723144635558128,280.861572265625,-1.3485907316207886
0.49617922306060791,521.089599609375,290.88925170898438
0.086657330393791199,316.32867431640625,2.7602620124816895
0.1275855153799057,336.79275512695312,16.836488723754883
0.48309662938117981,514.54833984375,278.4627685546875
0.24220843613147736,394.10421752929688,80.047195434570312
0.50194036960601807,523.97021484375,296.40243530273438
0.29765954613685608,421.82977294921875,119.46426391601562
0.37759551405906677,461.79776000976562,183.5950927734375
0.2423284649848938,394.16424560546875,80.127273559570312
0.024244848638772964,285.1224365234375,-3.2105712890625
0.31710341572761536,431.55169677734375,134.33631896972656
0.027245448902249336,286.62271118164062,-3.6190106868743896
0.15999199450016022,352.99600219726562,31.652381896972656
0.5105820894241333,528.29107666015625,304.718017578125
0.20200039446353912,374.00021362304688,54.67266845703125
0.5079416036605835,526.97076416015625,302.17138671875
0.1064612939953804,326.23065185546875,8.840118408203125
0.46197238564491272,503.9862060546875,258.68145751953125
0.42524504661560059,485.62252807617188,225.18193054199219
0.47733545303344727,511.667724609375,273.03250122070312
0.083056613802909851,314.5283203125,1.821489691734314
