algorithm,gid,dataset,q_clean,noise_sigma,observed_runs,valid_runs,median_noise_id_nmse,median_noise_ood_nmse,q_noise,retention,rob_component
drsr,g0001,II.34.2_1_0,0.21330724889845604,0.01,5,5,0.044799681253195056,0.5078456479314218,0.20153547646154546,0.8061419058461818,0.38291740527693635
drsr,g0001,II.34.2_1_0,0.21330724889845604,0.05,5,5,0.029519507285389903,0.7925920872723892,0.20110147011999896,0.8044058804799958,0.38209279322799805
drsr,g0001,II.34.2_1_0,0.21330724889845604,0.1,5,5,0.02950391210391615,0.24202128542506465,0.2195095296860165,0.878038118744066,0.4170681064034313
drsr,g0002,first_principles_hubble,0.23175769193236778,0.01,5,5,0.0684267357304335,0.10923297892992757,0.21880072856223237,0.8752029142489295,0.41572138426824146
drsr,g0002,first_principles_hubble,0.23175769193236778,0.05,5,5,0.07242591371551713,0.1236949790187375,0.21599121235088758,0.8639648494035503,0.4103833034666864
drsr,g0002,first_principles_hubble,0.23175769193236778,0.1,5,5,0.08204440658759415,0.13064070456215024,0.21320973242400504,0.8528389296960202,0.40509849160560957
drsr,g0003,feynman-ii.27.18,0.3797311473271347,0.01,5,5,0.0031840368905216208,0.0031840364438732328,0.32121585282809617,0.8459033584394694,0.4786221045115081
drsr,g0003,feynman-ii.27.18,0.3797311473271347,0.05,5,5,1554.3089885619117,2745.4521766154844,0.0,0.0,0.0
drsr,g0003,feynman-ii.27.18,0.3797311473271347,0.1,5,5,0.001263396525418437,0.0012633962378406696,0.349890026518598,0.9214151353698967,0.5213475591739876
drsr,g0004,Korns-4,0.33864436952429106,0.01,5,5,0.0017456934647520066,0.0019160445968394078,0.3384152285949127,0.9993233582188292,0.5366876674820876
drsr,g0004,Korns-4,0.33864436952429106,0.05,5,5,0.001757672565780829,0.0019130309689840595,0.3383335723274854,0.9990822313176438,0.5365581700245329
drsr,g0004,Korns-4,0.33864436952429106,0.1,5,5,0.001826399827705002,0.00187713574590769,0.33803244509040914,0.9981930175459833,0.5360806168270814
drsr,g0005,Keijzer-11,0.11595939775707143,0.01,5,5,3377820.822016579,40931378.60486849,0.0,0.0,0.0
drsr,g0005,Keijzer-11,0.11595939775707143,0.05,5,5,1.428087830396857,1.4872065250049773,0.1311740642683945,0.524696257073578,0.24923072210994957
drsr,g0005,Keijzer-11,0.11595939775707143,0.1,5,5,0.22041428326110704,0.17439292968911332,0.1934011211500602,0.7736044846002408,0.3674621301851143
drsr,g0006,Keijzer-2,0.15703037325763702,0.01,5,5,0.06708509394741613,3.156058373841458,0.16693674787339569,0.6677469914935827,0.3171798209594518
drsr,g0006,Keijzer-2,0.15703037325763702,0.05,5,5,0.005664083175005727,3.007464211576691,0.20602392535065855,0.8240957014026342,0.3914454581662512
drsr,g0006,Keijzer-2,0.15703037325763702,0.1,5,5,0.07039725547312088,10.091052884078554,0.14816099249536852,0.5926439699814741,0.28150588574120017
drsr,g0007,Korns-2,0.13952330062933416,0.01,5,5,1.1386730932732345,1.1076952627466594,0.13925645154225313,0.5570258061690125,0.26458725793028093
drsr,g0007,Korns-2,0.13952330062933416,0.05,5,5,1.1460249617006484,1.195183073480605,0.13797755317620708,0.5519102127048283,0.26215735103479343
drsr,g0007,Korns-2,0.13952330062933416,0.1,5,5,1.0876101429665936,1.1060951305022502,0.1399905096602561,0.5599620386410245,0.2659819683544866
drsr,g0008,Nguyen-12,1.0,0.01,5,5,1.5234070230941791e-06,0.0003838554667892138,0.47260772558817493,0.47260772558817493,0.4726077255881749
drsr,g0008,Nguyen-12,1.0,0.05,5,5,0.0001242024651991541,0.014774980249206692,0.34772653125344066,0.34772653125344066,0.34772653125344066
drsr,g0008,Nguyen-12,1.0,0.1,5,5,0.002121900743751789,0.05688000297731289,0.28279697587564634,0.28279697587564634,0.28279697587564634
drsr,g0009,Nguyen-6,0.5319572642348898,0.01,5,4,0.00013883609752851457,0.18345043159205743,0.3069278165841542,0.5769783349525384,0.38794297209466944
drsr,g0009,Nguyen-6,0.5319572642348898,0.05,5,5,0.004086916122843897,0.966890692443892,0.2286866748483945,0.42989670453567896,0.28904968375457984
drsr,g0009,Nguyen-6,0.5319572642348898,0.1,5,5,0.010704471717223732,42.46180625942043,0.1550870105903573,0.29154035674917944,0.19602301443800393
drsr,g0010,Nguyen-9,0.4185933656358108,0.01,5,5,0.0029402207305606874,0.00030542783691811043,0.35881112315085856,0.8571830148474817,0.5083226906598455
drsr,g0010,Nguyen-9,0.4185933656358108,0.05,5,5,0.5595943121879713,0.001168961900475945,0.2565830839928887,0.6129650038842802,0.36349765996030614
drsr,g0010,Nguyen-9,0.4185933656358108,0.1,5,5,0.6106835373770949,0.010332009801470787,0.22142853492610187,0.528982428065407,0.31369470286789336
drsr,g0011,Vladislavleva-4,0.2359828604909492,0.01,5,5,0.04705002005735201,0.05485080875753197,0.23529489827168665,0.9411795930867466,0.44706030671620456
drsr,g0011,Vladislavleva-4,0.2359828604909492,0.05,5,5,0.04530085209144971,0.05442786474758907,0.23600258328921958,0.9440103331568783,0.4484049082495172
drsr,g0011,Vladislavleva-4,0.2359828604909492,0.1,5,5,0.13062249539071288,0.13571954305934372,0.20540498696474802,0.8216199478589921,0.39026947523302125
drsr,g0012,feynman_I_27_6,0.2845619093659572,0.01,5,5,0.005709194910810875,0.05103544343716991,0.26912690133520767,0.9457586995211662,0.47211644079099524
drsr,g0012,feynman_I_27_6,0.2845619093659572,0.05,5,5,0.002742989556625742,0.03925311115751535,0.2845679200622032,1.0,0.4991975440435422
drsr,g0012,feynman_I_27_6,0.2845619093659572,0.1,5,5,0.0027434585354759733,0.03924517087181705,0.28456840625016727,1.0,0.49919788437511703
drsr,g0013,feynman-i.43.31,0.1669062107667557,0.01,5,5,0.5597271127745556,0.6688229633918432,0.15809687428233066,0.6323874971293226,0.30038406113642824
drsr,g0013,feynman-i.43.31,0.1669062107667557,0.05,5,5,0.9998924183845008,0.9999899996951724,0.14285896670408166,0.5714358668163266,0.2714320367377552
drsr,g0013,feynman-i.43.31,0.1669062107667557,0.1,5,5,0.9997885635736548,0.9999802760306886,0.1428607286242058,0.5714429144968232,0.271435384385991
drsr,g0014,feynman-ii.34.11,0.14286305185793852,0.01,5,5,0.9999999999999938,0.9999999999999997,0.14285714285714302,0.5714285714285721,0.27142857142857174
drsr,g0014,feynman-ii.34.11,0.14286305185793852,0.05,5,5,131524001.24578576,86639053415.07362,0.0,0.0,0.0
drsr,g0014,feynman-ii.34.11,0.14286305185793852,0.1,5,5,1.0003729516322812,1.0000208307492773,0.14285103617053496,0.5714041446821398,0.27141696872401644
drsr,g0015,III.21.20_3_0,0.1683941169693171,0.01,5,4,0.10479675383877138,1.027370259242886,0.17742589929742864,0.7097035971897145,0.3371092086651144
drsr,g0015,III.21.20_3_0,0.1683941169693171,0.05,5,5,0.10673614493978464,0.20781609122488137,0.20192890410551306,0.8077156164220523,0.38366491780047485
drsr,g0015,III.21.20_3_0,0.1683941169693171,0.1,5,5,0.04714072718317747,1.0664989994685228,0.18923725964529992,0.7569490385811997,0.3595507933260698
drsr,g0016,feynman_II_15_4,1.0,0.01,5,5,8.392312108864097e-09,3.472481226730759e-08,0.6976956595241136,0.6976956595241136,0.6976956595241136
drsr,g0016,feynman_II_15_4,1.0,0.05,5,5,3.310522750932713e-07,1.0171886997007183e-06,0.5883107820129729,0.5883107820129729,0.5883107820129729
drsr,g0016,feynman_II_15_4,1.0,0.1,5,5,1.08663353449378e-06,7.922526856791218e-06,0.5380376134386899,0.5380376134386899,0.5380376134386899
drsr,g0017,strogatz_shearflow1,0.14916530393056682,0.01,5,5,0.40381117424915713,3.5671206825893225,0.13719656660124974,0.548786266404999,0.2606734765423745
drsr,g0017,strogatz_shearflow1,0.14916530393056682,0.05,5,5,0.4218201206340743,1.7983314573950246,0.14714296311370573,0.5885718524548229,0.2795716299160409
drsr,g0017,strogatz_shearflow1,0.14916530393056682,0.1,5,5,0.33364480501962024,1.1674404081370238,0.15748146112872918,0.6299258445149167,0.2992147761445854
drsr,g0018,feynman-i.18.16,0.13675319830511534,0.01,5,5,0.9760219795361564,1.0282388031767091,0.14280165761035546,0.5712066304414218,0.27132314945967534
drsr,g0018,feynman-i.18.16,0.13675319830511534,0.05,5,5,1.0027180665668873,1.0645894372603837,0.14184425025752168,0.5673770010300867,0.2695040754892912
drsr,g0018,feynman-i.18.16,0.13675319830511534,0.1,5,5,1.0503107348583856,1.086387617370052,0.14081062102993436,0.5632424841197374,0.2675401799568753
drsr,g0019,feynman-ii.34.2a,0.1427876340382903,0.01,5,5,1.006330516563077,0.9999999999515928,0.1427592627617218,0.5710370510468872,0.2712425992472714
drsr,g0019,feynman-ii.34.2a,0.1427876340382903,0.05,5,5,1.0071182392122158,1.000516561836677,0.14273911631163688,0.5709564652465475,0.27120432099211006
drsr,g0019,feynman-ii.34.2a,0.1427876340382903,0.1,5,5,1.0066839351273364,1.0005146342034887,0.14274583630685816,0.5709833452274327,0.27121708898303054
drsr,g0020,first_principles_leavitt,0.36699324402222294,0.01,5,5,0.00027450451945463654,0.00042999363179048564,0.39028530275675927,1.0,0.5731997119297314
drsr,g0020,first_principles_leavitt,0.36699324402222294,0.05,5,5,0.0002630770238789412,0.0006039158567009193,0.3856764516801535,1.0,0.5699735161761075
drsr,g0020,first_principles_leavitt,0.36699324402222294,0.1,5,5,0.00032129435971753757,0.00023683589863622776,0.3970946202396381,1.0,0.5779662341677466
drsr,g0021,feynman-i.39.22,0.1428571423466392,0.01,5,5,1.0000000057309497,1.0000000253403576,0.14285714237521085,0.5714285695008434,0.2714285705129006
drsr,g0021,feynman-i.39.22,0.1428571423466392,0.05,5,5,1.0071797308399888,1.0000856084067313,0.14274485161350708,0.5709794064540283,0.27121521806566345
drsr,g0021,feynman-i.39.22,0.1428571423466392,0.1,5,5,1.0070577265499845,1.0000841511687832,0.14274675318784102,0.5709870127513641,0.2712188310568979
drsr,g0022,feynman-i.11.19,0.17651828071985742,0.01,5,4,0.5802814746690645,0.7899113620620506,0.1549565333285547,0.6198261333142188,0.29441741332425386
drsr,g0022,feynman-i.11.19,0.17651828071985742,0.05,5,5,0.3257032329197309,0.33266612086496,0.17732747702124113,0.7093099080849645,0.33692220634035813
