t,P,dP_dt
12.176835060119627,0.0001160486863227,-9.806700836634263e-05
48.03240585327149,2.2108504538209675e-07,-1.8683499547478283e-07
42.520702362060554,-2.294362744237333e-08,1.9389249317214308e-08
10.559911727905272,0.0004536560445558,-0.0003833207301795
30.30526161193848,-1.3618237915125064e-07,1.1508529240700228e-07
20.497499465942383,9.376337573030467e-08,-7.923775058316097e-08
32.465091705322266,9.103793274789496e-08,-7.69345263051946e-08
26.57571601867676,1.5157291954892574e-07,-1.2809155691684282e-07
11.161832809448242,0.0002731660206336,-0.0002308274561073
48.8703727722168,-2.4205982640523876e-07,2.0456043614558442e-07
1.6373274326324463,0.6709403395652771,-0.4473533630371093
1.0944188833236694,0.945901870727539,-0.563664436340332
48.244850158691406,7.606402618876018e-08,-6.428034282635053e-08
36.84376907348633,-1.3617855643133225e-07,1.1508205943755458e-07
11.89357852935791,0.0001471641589887,-0.000124359910842
52.51730346679688,-2.7220369247515924e-07,2.3003448745839705e-07
39.440288543701165,7.881743044890754e-07,-6.660718554485357e-07
6.6533308029174805,0.0122585296630859,-0.0103186648339033
21.96099281311035,1.544459138358434e-08,-1.3051947966857824e-08
46.4390869140625,1.1619228956760709e-07,-9.819201807204081e-08
22.75175094604492,1.3996198333643406e-07,-1.1827936674535523e-07
31.992998123168945,4.538254358976701e-07,-3.835197048829287e-07
33.64532852172852,-5.151797495273058e-07,4.3536928728826757e-07
29.231246948242188,-3.522075928685809e-07,2.9764436249024584e-07
8.199440002441406,0.0033282185904681,-0.0028096097521483
17.558712005615234,1.2965890618943376e-06,-1.0957237464026548e-06
11.091018676757812,0.0002900586987379,-0.0002451005857437
42.55611038208008,9.431607495002936e-09,-7.970482940322654e-09
46.2856559753418,1.0889265489311128e-08,-9.202323347778927e-09
17.87737464904785,9.316175919593661e-07,-7.872931178098953e-07
39.71174240112305,9.211324822899769e-07,-7.784323656778723e-07
16.82696533203125,2.3654674805584364e-06,-1.999012738451711e-06
2.8883776664733887,0.2704994082450866,-0.2088934183120727
49.75555038452149,-1.7575773370026584e-07,1.4852972185508406e-07
41.493900299072266,-4.1638702441559877e-07,3.518812832226104e-07
20.16703414916992,1.9003208251433534e-07,-1.605927053560663e-07
43.96059036254882,6.316736289591064e-07,-5.338159780876595e-07
36.78475570678711,-7.774274024541229e-08,6.569899824171443e-08
42.67413330078125,1.215082932048972e-07,-1.0268448846773027e-07
38.08301544189453,-5.028632017456403e-07,4.249607741257933e-07
45.24705123901367,-2.5484467869318905e-07,2.1536470740102234e-07
52.765151977539055,-3.788050833009038e-07,3.201214440196054e-07
28.900779724121094,-2.3868270204729924e-07,2.017064986148398e-07
47.277053833007805,5.715689326279971e-07,-4.830225748264639e-07
40.60872268676758,2.5157746108561696e-07,-2.1260358096242274e-07
21.87837600708008,3.654888613979778e-09,-3.0886808666252814e-09
5.93338680267334,0.022432429715991,-0.0188206657767295
9.344268798828123,0.0012662666849792,-0.0010696637909859
38.44889068603516,-2.3576860996854523e-07,1.992438569686783e-07
50.66433334350586,3.544698188306939e-07,-2.9955606350995373e-07
39.522903442382805,8.44092539864505e-07,-7.133273243198346e-07
53.02480316162109,-4.329611726916482e-07,3.658877858470078e-07
41.859771728515625,-4.237308814936114e-07,3.58087419272124e-07
51.38427734375,4.6837510581099206e-07,-3.958153627081629e-07
22.3504695892334,8.146278673848428e-08,-6.884273773266614e-08
48.22124481201172,9.179765925182436e-08,-7.757655140494536e-08
53.29626083374024,-4.202914851703099e-07,3.551808731572237e-07
42.20204162597656,-2.7290840876048605e-07,2.3063005016865645e-07
47.595718383789055,4.973285854248388e-07,-4.202834134048317e-07
16.673534393310547,2.6340026124671567e-06,-2.2259464458329603e-06
39.66453170776367,9.094305823964532e-07,-7.685432592552388e-07
32.878173828125,-2.3673391069678479e-07,2.0005960266189507e-07
6.086817264556885,0.0197182670235633,-0.0165580175817012
30.88357734680176,2.46992982511074e-07,-2.0872933248483605e-07
45.95519256591797,-1.759461696337894e-07,1.4868896869302264e-07
10.135026931762695,0.000649802503176,-0.0005490217590704
51.042007446289055,5.039624397795706e-07,-4.2588953874656005e-07
36.72574615478516,-1.7541966101930484e-08,1.4824401262103493e-08
5.956991195678711,0.0219916980713605,-0.0184535235166549
6.547109603881836,0.0134019050747156,-0.0112769473344087
30.694738388061523,1.1662525167821515e-07,-9.855791205382049e-08
8.022404670715332,0.0038655514363199,-0.0032626504544168
4.623324871063232,0.0668904334306716,-0.055315263569355
50.463691711425774,2.3461902287635894e-07,-1.9827233188607354e-07
1.2478495836257937,0.8618215918540953,-0.5321164727210999
5.437687397003174,0.0339775644242763,-0.0284006111323833
44.89297866821289,-1.0399943306538263e-07,8.788806127313363e-08
20.426685333251957,1.1308075187344004e-07,-9.556251967524076e-08
21.630525588989254,-2.276934552014609e-08,1.9241966242589115e-08
3.1008200645446777,0.2292994856834411,-0.1796015053987503
9.450489997863768,0.0011577156838029,-0.0009780008113011
39.26325225830078,6.349872023747594e-07,-5.366161985875806e-07
8.293858528137207,0.0030732078012079,-0.0025945480447262
51.20724105834961,5.136485015100334e-07,-4.340751047493541e-07
16.697139739990234,2.590085614428972e-06,-2.1888331502850637e-06
8.105021476745605,0.0036046931054443,-0.0030427328310906
