x0,x1,x2,x3,x4,y
1.833391032409712585e-31,-6.310923311714233819e-11,1.366576332849017783e-28,-6.765421000000000000e+06,3.780792900975882276e-10,1.797318125000000000e+05
1.864905448208082702e-31,-5.613115527935974569e-10,3.975941536560265102e-28,3.392118750000000000e+05,1.482845790601317049e-11,-2.043615125000000000e+06
-2.832205761116968307e-31,4.088952440528537124e-11,-3.876301865698690116e-27,-1.319780250000000000e+06,1.370274813755623100e-11,-6.267958750000000000e+05
-1.219645565990867380e-31,-4.189849023283898077e-10,3.991582254379876893e-27,-3.194996250000000000e+06,2.061103648864914817e-10,1.033686937500000000e+06
-1.399487855656786531e-31,-8.758128666741527013e-10,1.874975615848582754e-27,-1.534279843750000000e+05,2.944566118712188540e-11,7.262978125000000000e+05
-5.926112299755242810e-31,-3.343551546741707625e-10,8.536546774505399231e-28,2.240376500000000000e+06,2.420663669511213811e-10,-4.925095625000000000e+05
3.900864602568161721e-31,1.687290411556130465e-11,-1.633071712966876003e-28,-2.517675750000000000e+06,5.008220921309813889e-11,-1.349976718750000000e+05
4.035520066542426564e-31,-2.870509385743957864e-10,3.120051961854009621e-27,-1.044294812500000000e+06,3.591680425296672752e-11,1.328325625000000000e+06
5.486543710429093659e-30,2.543365518192786112e-11,-2.411915013952779125e-28,1.088336500000000000e+06,1.802072796541764887e-10,2.444667382812500000e+04
1.642404656629918869e-30,-4.217606819345576241e-11,8.874781480233602173e-27,-1.256536000000000000e+06,6.372707223034623780e-11,1.323540312500000000e+05
2.985205519732425440e-30,6.501262861391410297e-10,3.065227284499115933e-27,-6.717749000000000000e+06,3.418466620885851626e-10,-2.033341250000000000e+06
1.367511940776283584e-31,3.305911655537840943e-10,-7.524365625547937686e-27,9.993635000000000000e+06,1.085456897975678459e-11,4.844202400000000000e+07
-5.400697263948993937e-30,-1.584649772512491950e-10,-1.359634510957468430e-27,5.569418125000000000e+05,1.019534595636528707e-10,-1.377721093750000000e+05
2.641282015676186403e-30,1.055307403963201551e-11,-1.898332692361003530e-28,-9.387178125000000000e+05,3.579067250902845387e-11,-4.405186718750000000e+04
1.570665223814489353e-31,5.002273942289470199e-11,-6.188024948378341216e-28,4.134318750000000000e+06,2.332368465030043581e-10,1.411219062500000000e+05
1.011568254666502130e-31,6.548108583137590699e-11,-1.301466419219118500e-28,6.758831250000000000e+05,6.750753428486078178e-11,1.043410859375000000e+05
-2.268149263753426771e-30,1.997953538723784561e-11,4.268322594762778710e-27,-2.479864375000000000e+05,2.485793237916311682e-10,-3.172257568359375000e+03
-1.331179173633892910e-30,-1.729709431241843731e-10,6.031787733499815482e-28,-1.151241406250000000e+05,6.990915485394211260e-11,4.533417187500000000e+04
-1.917799285061468255e-30,4.945645004639231956e-10,5.543285906831195580e-27,7.386846250000000000e+05,1.054242318443421311e-10,5.515205625000000000e+05
