algorithm,algorithm_slug,dataset_id,condition,pair_520_521,pair_520_522,pair_521_522,pair_520_521_underlying,pair_520_522_underlying,pair_521_522_underlying,pair_520_521_audit_source,pair_520_522_audit_source,pair_521_522_audit_source,pair_520_521_evaluation_key,pair_520_522_evaluation_key,pair_521_522_evaluation_key,numerical_consistency,validity,structural_consistency,m_stab,structure_plan_artifact_sha256,structure_index_artifact_sha256,assembly_complete,unresolved_structure
drsr,drsr,BPG3,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,57772779f57b4d62f911f8314b1de45fffae5ed0cb7360075f3ac442fb4d1e10,922087a4b650cbf0e1589d91a94d784d48632058781200d8283e038ab3cf936a,9c376402b7364ebb76137aa7e75fc324f5f8e91358a8995489c0c7068889148d,0.9913742480558541,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,BPG5,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,6b202f2745f90b77227b593836861d1661317640c2834846631b85aed486038b,b93cbe71fb836b4e0d79d3dbcd2567592b9bec4843e57fc039e5a2b8658de817,a2e27a0987e93a558a2a6a974066b495d3f261a11fcff8692aef3ce9ae939556,0.9834880124763512,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,BPG9,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,990f2918c7ce5a59a18bfaf111f4af7e419fd1c0d5409056e8273d3a2abcac91,6a9958d67d57d5f8e18d4c1f6bda800a3a67ffee3ca746f8c7770d6d4a8ed8a9,adc78aeba158a22abbba90d04e6b61d3154fac0514cf7bd19ca72757cdbe8772,0.7860061783788324,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,CRK0,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,acc3fbe13b69f4a0df089ad66ab6a6a1396ce8ff89ab1cf24d05ffe740cde452,a3553467195cb4a6ff7509ff1c149685da17a4367b6305897a86a69928c597e8,17333f89bd10202ccc6edde9950742bef5358815f0c356b483b8f8d2abe14e9e,0.9692501715135968,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,CRK10,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,b5781b58071253de2491dd498d49351a57492d1483887c0982504322100b81ab,8e220a0e5c380d6b292343696443db069df4b3abf8620d406103c6fdefa42c8d,ad9654daaf23e163ca781366f03ce0c0850a00ecfafae5ecd4d788fea0730adc,0.9224888062391268,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,CRK11,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,91cf691d44a10de199724004f861840f915d2314bae66926a0dac05ee3a3260f,2405393744cbb77293edb8b96c0b5faa37da6b192a676f9e7a71bb66b94254b4,22e16b8b4cad48b1021b14295ea6f5a9df81df9138f52be03221bcf8339e800d,0.9689863576553617,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,CRK33,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,a6effbb5bd040ea3a0b8fb76606934c55f199d9a2423382da8ec0f3c76bd9dec,f97ec019127392c5cc6416a8e11e1cc9826f07d8fc3ffcf4f1ea9c365dda0e56,acd98b18d4a77e4351c2c51956ccd63be15751d17ef3388b16891f18372eef25,0.962568727900658,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,CRK34,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,9fb1bb3e34c30c47313767b7c0fa97ec7d2eb88aa986c50ecd9aeeb14178a203,c2047306f616219498a8ed6205761e5a5396ae24f30086c6d12b2e877ee609ad,495312e6356ffbf8bb95026b93ce9b987512c2f53a7ca5287c517ffc114493be,0.9644101681782978,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,I.11.19_4_0,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,87fea573c65078a768a42269222aa6f51b7fd8d11c13864bef5f3927e4badaca,7a6f3a525e17264dd9dbf08cf2f87ee9c393a52035ee5b16c84f70308380a8e4,c392195dd575e4fb4fdf14a06b6d1b708dc04fcfb36146c0b2a948683e9768c8,0.9843342913610834,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,II.11.27_1_0,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,36a652be725ba6a46930996e841677741e10410b0c091a7bc3555499f911c8f9,3eb7d4b36e560b53587e5f322f0a2713dc30d82e147e2ba773e36cbf33ed5e28,d1e66ee93f1447191053a4cd57059e37bf933852314e786008d75ab01a5d9f0a,0.9373108906714479,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,II.34.2_1_0,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,629adb25c413896a6742745dd340944351e45b9a526c5e54b20a20b4e733bfe7,d47198f71adba08e8529f6d4640e666e97149405707ee0c668ac3327b08c72ef,7d9c4389d12b54cbba4132571097570d4d7b9297dbf18f9da1c36b8a17d87dba,0.7327670660879239,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,II.6.15b_3_0,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,5550b6338c27d8dc0304d39de25fc02726912d00c1500861fa49b2aa53b59575,09e7f76e5779dd9830409355166e5f73485509e4869dba422c2b17b8ae1adaac,0eedcc90cafdc24a590a6d920e13b861c0349000b0e9c70a16032e6116bd040c,0.979297535939255,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,III.21.20_3_0,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,dd36893860bc16b0ff1dc895f6a17f0fb91647812d6b72fb7bb25138025ce19e,9e0b48188f518bf56259e622b557f9a1d9518c1ee6da6429112530dc205a055a,2c183338a9ebdfe156696ff267e52fbe64c185382084bad733d9a0be58703e72,0.9465707018895161,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,Keijzer-11,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,84dfa009fc5b8a201cf57b79569b8513da2b7befd0bef1de03c7c2a19a7ba43e,00d300213123d6d9e31037537fc5e60425f5d4d712aad36b3f60fc88d8926a00,3b8023187e31834f22c6011bf73225ad164af3e38a20ae987a213f4b70951c89,0.9267562196220335,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,Keijzer-2,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,f4a96b4190024cd892a7c60c6ffdf9b3e7a8c10fed55f34ea2da491c13759509,2e2c8600430169dd69ece1e3df5bcf97f3c307dfe149920037b4cac6105263ef,c9f0db82f0a8bd3007f296dfbb4f070ac9c0b58cffbbdcada8e0c10500783b6f,0.9584219143103464,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,Korns-2,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,85e2fccd5d4d7bc88fcf6990627dd13ccc793ecb99ad90e76f9bfce566c90797,6c202031a13db7d3ff053cf88b86d5e91a333bdaeb725fc9c729cc46a256b3d8,73a5e27069bfe064db86556d4e4e8da04e3e05cae6dea7704ae5fc080c7cbaeb,0.9952609923244944,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,Korns-4,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,78370ff46d62fb76ec10dd313b2fd372d70a272fe209e53f0a20f50ead5f8400,294eecd6d194d17e5d9a3594a6dbc29696d0d6ad920cd4b2ee97eed7dab709c8,15e972de20e0acda5b47f561b8636ae5fece0848f155fa326b415ce64c415f6e,0.8380549310611763,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
drsr,drsr,MatSci21,noise005,different_structure,different_structure,different_structure,different_structure,different_structure,different_structure,,,,518715f6d9ee2aef2eca74c79aa365f333807a7506a1d9da082d73d49b060655,922fc42736cbe937b874e97af2729658b9bda6179427bd55812fea67e4d1a865,60513db14fe46c8b30c9d9957a85c5c566db317d0e8d46f0ab56f0a611f3ffb0,0.9721461354025339,1.0,0.0,0.0,aaacc14641d405f3ee0c878a9b6df0f36e5f5f03d542b2d3a2cfd15355c36fc5,e064f3d0b592a607c13bfa40419fec90bece84001bd4efa57c0de50ef24c9fc5,true,false
