logical_key,condition,algorithm,dataset_id,seed,task_id,host,availability_status,q_star,m_eff,eff_score,unavailable_reason,required_action,evaluation_path,bundle_path,bundle_sha256,native_eff_schema_version
drsr::BPG3::s520::noise005,noise005,drsr,BPG3,520,drsr_s520_noise005_g0005,anon-node-02,available,0.44145844325388955,0.6305618048440422,63.05618048440422,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::BPG3::s521::noise005,noise005,drsr,BPG3,521,drsr_s521_noise005_g0005,anon-node-06,available,0.36912510385870195,0.4070741991004575,40.70741991004575,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::BPG3::s522::noise005,noise005,drsr,BPG3,522,drsr_s522_noise005_g0005,anon-node-06,available,0.42525241199184693,0.6791700134649985,67.91700134649984,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::BPG5::s520::noise005,noise005,drsr,BPG5,520,drsr_s520_noise005_g0006,anon-node-02,available,0.39449754879550325,0.1498834671056428,14.98834671056428,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::BPG5::s521::noise005,noise005,drsr,BPG5,521,drsr_s521_noise005_g0006,anon-node-06,available,0.3726606549527658,0.992890799640744,99.2890799640744,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::BPG5::s522::noise005,noise005,drsr,BPG5,522,drsr_s522_noise005_g0006,anon-node-06,available,0.36748480495665514,0.5037396039788904,50.373960397889036,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::BPG9::s520::noise005,noise005,drsr,BPG9,520,drsr_s520_noise005_g0007,anon-node-02,available,0.3638517018642093,0.9471124933307309,94.71124933307308,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::BPG9::s521::noise005,noise005,drsr,BPG9,521,drsr_s521_noise005_g0007,anon-node-03,available,0.434026900769723,0.9068806623895956,90.68806623895956,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/remote_collect/all_conditions_cpu_v2/collected/noise_freeze_anon-node-03.jsonl.gz,e0d2a79376400460109c50d03df6031523a91ff32572f9cdbf4e9cf870515d93,algorithm_native_internal_best_so_far.v1
drsr::BPG9::s522::noise005,noise005,drsr,BPG9,522,drsr_s522_noise005_g0007,anon-node-06,available,0.33920806699625095,0.9309984505006889,93.09984505006888,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK0::s520::noise005,noise005,drsr,CRK0,520,drsr_s520_noise005_g0008,anon-node-02,available,0.4287277234551176,0.8788839004173796,87.88839004173796,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::CRK0::s521::noise005,noise005,drsr,CRK0,521,drsr_s521_noise005_g0008,anon-node-06,available,0.42279080592068596,0.9408234912929085,94.08234912929086,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK0::s522::noise005,noise005,drsr,CRK0,522,drsr_s522_noise005_g0008,anon-node-06,available,0.4242514312314082,0.91736170459558,91.736170459558,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK10::s520::noise005,noise005,drsr,CRK10,520,drsr_s520_noise005_g0009,anon-node-02,available,0.4440821962101166,0.9670481302380088,96.70481302380088,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::CRK10::s521::noise005,noise005,drsr,CRK10,521,drsr_s521_noise005_g0009,anon-node-06,available,0.3411188005327702,0.9769000968537414,97.69000968537414,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK10::s522::noise005,noise005,drsr,CRK10,522,drsr_s522_noise005_g0009,anon-node-06,available,0.3886934887034271,0.8807125857783654,88.07125857783655,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK11::s520::noise005,noise005,drsr,CRK11,520,drsr_s520_noise005_g0010,anon-node-02,available,0.38779106204437425,0.9269069857878841,92.69069857878841,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::CRK11::s521::noise005,noise005,drsr,CRK11,521,drsr_s521_noise005_g0010,anon-node-06,available,0.3700086085146287,0.9352959053561662,93.52959053561662,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK11::s522::noise005,noise005,drsr,CRK11,522,drsr_s522_noise005_g0010,anon-node-02,available,0.407370378227262,0.8643019851722665,86.43019851722666,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::CRK33::s520::noise005,noise005,drsr,CRK33,520,drsr_s520_noise005_g0011,anon-node-06,available,0.40362572943241926,0.9392042137150228,93.92042137150229,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK33::s521::noise005,noise005,drsr,CRK33,521,drsr_s521_noise005_g0011,anon-node-06,available,0.32450321133812887,0.9551354325090887,95.51354325090887,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK33::s522::noise005,noise005,drsr,CRK33,522,drsr_s522_noise005_g0011,anon-node-02,available,0.36267818983339767,0.9752655291846409,97.52655291846409,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::CRK34::s520::noise005,noise005,drsr,CRK34,520,drsr_s520_noise005_g0012,anon-node-06,available,0.41342420200779406,0.8772232665640756,87.72232665640756,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK34::s521::noise005,noise005,drsr,CRK34,521,drsr_s521_noise005_g0012,anon-node-06,available,0.38831110174435457,0.8017829728912456,80.17829728912456,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK34::s522::noise005,noise005,drsr,CRK34,522,drsr_s522_noise005_g0012,anon-node-02,available,0.3897384375966239,0.9037788523456751,90.37788523456751,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
