x,y,target
5.85500941928253,0.443026903905344,0.032660066357379
5.65703478137563,1.32736251764455,0.122203157493186
5.9551866037349415,0.327769714086121,0.017264841770807
5.95358750509709,6.60955924057941,0.0186977117287184
5.72594599374538,0.8993520535206411,0.032102321615184
5.741625977484749,0.774676710158544,0.0315857577957157
5.46952637649958,0.475750885035844,0.246469475173891
5.827379921544599,0.4860600022234829,0.0358571786435556
5.63680632869478,6.5757947550936295,0.198819271271254
5.82376281013543,0.492476913495715,0.0361711140917127
5.607796061466299,0.521856463525061,0.159682399545939
5.4896872736736215,0.540208652292262,0.2267981657976789
4.28999013916045,0.9155969717371668,0.796756465419876
5.92053663209754,0.3607628320476429,0.0237790710271038
5.715306452006072,0.9927427809899542,0.037870923063557
5.914529067972491,0.3671674126054221,0.0247633117508712
5.91942870673415,0.3625693958040999,0.0237238463709968
5.893372832042309,0.3844945502559261,0.0304045491227165
5.78539041973351,6.64015830868144,0.100279916119774
5.8201171139518495,0.4991760573772489,0.0364569618357183
4.8904829491896376,0.61561960833821,0.531281731270583
5.60275722020849,1.49074582557866,0.2165646575795869
5.6615034533748485,0.47743286670918,0.137000436931608
4.80344147989841,0.336966766449645,0.510900005106985
5.9497162564125015,6.61270947862561,0.0195835788307472
5.5393710523876285,0.4802664788410871,0.206852777056014
5.04723057882722,0.4021285453762609,0.4455938316509439
5.89876093804736,6.64210873568874,0.0366473949260248
5.83692212600115,6.64928662225546,0.0686399650635678
5.90929149833508,0.376677698082545,0.0242145789286492
5.75978842538114,0.475102729656026,0.0794954573633523
5.9642301136029605,6.600398724688491,0.0165156594338837
5.7978399170997,0.546446696561212,0.0374037835709434
5.95907599551013,6.6049198861387,0.0175283092839892
5.9308193220763314,0.351713881512697,0.0214530019296693
5.8938924283402,0.3939802433439199,0.0267330200144301
5.98361337846949,6.58234092632145,0.0133153192311299
5.46563934163853,0.543007361975141,0.240479320350958
5.80842064393258,0.4495993984521721,0.0580102152206204
5.8955033248403,0.384517015807527,0.0291873208557482
5.9794978931849005,6.5862825832336,0.013926370222176
5.9675024212236,6.597455732787799,0.0159121685525849
5.74291251990732,0.463186622566697,0.0927024080132244
5.82513640538697,0.4391196206032679,0.0514171280421022
5.801580295456799,0.537609968044428,0.0373537641074455
4.83494753387003,0.629383928846842,0.5553541531960939
5.84151071436841,0.46288374904081,0.0343778215706888
5.688135322006789,0.474191572870171,0.122132096118394
5.94177212288149,0.342232437027214,0.0190072573232216
5.679253755316781,0.504572266642642,0.1203667564186959
5.88275371684035,0.4071005546659721,0.0285241328642931
5.90432686473506,0.3821659838162729,0.0250282915634013
5.08909551161282,0.580765788329454,0.4402551839631429
5.92751919966414,0.354306931605251,0.0223081991090332
5.91307331852511,0.367518724355903,0.0254516514056627
5.94367284861381,0.340272122362824,0.0187146678443591
5.32217708561678,0.556816635114623,0.320470717206812
5.71909354431243,0.959887403817375,0.0351963700971491
4.26461875246862,4.76102165511013,0.663281890181218
5.94877489966653,0.334238002404198,0.0182492882589217
5.35422415733746,0.553963486792756,0.302927565218572
5.8614963376745495,0.4341147463244821,0.0317530073243096
4.43621840643643,0.200011672644315,0.517730965830888
5.72372311810099,0.4899529260206839,0.0971644303460753
5.83522640737896,0.4323309626445701,0.0476649602216822
