tool,machine,global_index,slice_index,family,subgroup,dataset_name,dataset_dir,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,has_formula_py
llmsr,anon-node-06,167,1,llm-srbench,lsrtransform,III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,yes
llmsr,anon-node-06,168,2,llm-srbench,lsrtransform,III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,yes
llmsr,anon-node-06,169,3,llm-srbench,lsrtransform,III.4.33_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/metadata.yaml,yes
llmsr,anon-node-06,170,4,llm-srbench,lsrtransform,III.9.52_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/metadata.yaml,yes
llmsr,anon-node-06,171,5,llm-srbench,lsrtransform,III.9.52_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/metadata.yaml,yes
llmsr,anon-node-06,172,6,llm-srbench,matsci,MatSci0,sim-datasets-data/llm-srbench/matsci/MatSci0,sim-datasets-data/llm-srbench/matsci/MatSci0/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci0/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci0/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci0/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci0/metadata.yaml,yes
llmsr,anon-node-06,173,7,llm-srbench,matsci,MatSci1,sim-datasets-data/llm-srbench/matsci/MatSci1,sim-datasets-data/llm-srbench/matsci/MatSci1/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci1/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci1/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci1/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci1/metadata.yaml,yes
llmsr,anon-node-06,174,8,llm-srbench,matsci,MatSci10,sim-datasets-data/llm-srbench/matsci/MatSci10,sim-datasets-data/llm-srbench/matsci/MatSci10/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci10/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci10/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci10/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci10/metadata.yaml,yes
llmsr,anon-node-06,175,9,llm-srbench,matsci,MatSci11,sim-datasets-data/llm-srbench/matsci/MatSci11,sim-datasets-data/llm-srbench/matsci/MatSci11/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci11/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci11/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci11/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci11/metadata.yaml,yes
llmsr,anon-node-06,176,10,llm-srbench,matsci,MatSci12,sim-datasets-data/llm-srbench/matsci/MatSci12,sim-datasets-data/llm-srbench/matsci/MatSci12/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci12/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci12/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci12/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci12/metadata.yaml,yes
llmsr,anon-node-06,177,11,llm-srbench,matsci,MatSci13,sim-datasets-data/llm-srbench/matsci/MatSci13,sim-datasets-data/llm-srbench/matsci/MatSci13/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci13/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci13/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci13/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci13/metadata.yaml,yes
llmsr,anon-node-06,178,12,llm-srbench,matsci,MatSci14,sim-datasets-data/llm-srbench/matsci/MatSci14,sim-datasets-data/llm-srbench/matsci/MatSci14/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci14/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci14/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci14/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci14/metadata.yaml,yes
llmsr,anon-node-06,179,13,llm-srbench,matsci,MatSci16,sim-datasets-data/llm-srbench/matsci/MatSci16,sim-datasets-data/llm-srbench/matsci/MatSci16/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci16/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci16/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci16/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci16/metadata.yaml,yes
llmsr,anon-node-06,180,14,llm-srbench,matsci,MatSci18,sim-datasets-data/llm-srbench/matsci/MatSci18,sim-datasets-data/llm-srbench/matsci/MatSci18/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci18/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci18/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci18/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci18/metadata.yaml,yes
llmsr,anon-node-06,181,15,llm-srbench,matsci,MatSci19,sim-datasets-data/llm-srbench/matsci/MatSci19,sim-datasets-data/llm-srbench/matsci/MatSci19/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci19/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci19/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci19/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci19/metadata.yaml,yes
llmsr,anon-node-06,182,16,llm-srbench,matsci,MatSci2,sim-datasets-data/llm-srbench/matsci/MatSci2,sim-datasets-data/llm-srbench/matsci/MatSci2/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci2/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci2/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci2/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci2/metadata.yaml,yes
llmsr,anon-node-06,183,17,llm-srbench,matsci,MatSci20,sim-datasets-data/llm-srbench/matsci/MatSci20,sim-datasets-data/llm-srbench/matsci/MatSci20/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci20/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci20/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci20/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci20/metadata.yaml,yes
llmsr,anon-node-06,184,18,llm-srbench,matsci,MatSci21,sim-datasets-data/llm-srbench/matsci/MatSci21,sim-datasets-data/llm-srbench/matsci/MatSci21/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci21/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci21/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci21/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci21/metadata.yaml,yes
llmsr,anon-node-06,185,19,llm-srbench,matsci,MatSci22,sim-datasets-data/llm-srbench/matsci/MatSci22,sim-datasets-data/llm-srbench/matsci/MatSci22/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci22/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci22/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci22/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci22/metadata.yaml,yes
llmsr,anon-node-06,186,20,llm-srbench,matsci,MatSci23,sim-datasets-data/llm-srbench/matsci/MatSci23,sim-datasets-data/llm-srbench/matsci/MatSci23/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci23/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci23/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci23/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci23/metadata.yaml,yes
llmsr,anon-node-06,187,21,llm-srbench,matsci,MatSci24,sim-datasets-data/llm-srbench/matsci/MatSci24,sim-datasets-data/llm-srbench/matsci/MatSci24/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci24/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci24/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci24/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci24/metadata.yaml,yes
llmsr,anon-node-06,188,22,llm-srbench,matsci,MatSci25,sim-datasets-data/llm-srbench/matsci/MatSci25,sim-datasets-data/llm-srbench/matsci/MatSci25/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci25/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci25/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci25/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci25/metadata.yaml,yes
llmsr,anon-node-06,189,23,llm-srbench,matsci,MatSci28,sim-datasets-data/llm-srbench/matsci/MatSci28,sim-datasets-data/llm-srbench/matsci/MatSci28/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci28/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci28/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci28/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci28/metadata.yaml,yes
llmsr,anon-node-06,190,24,llm-srbench,matsci,MatSci3,sim-datasets-data/llm-srbench/matsci/MatSci3,sim-datasets-data/llm-srbench/matsci/MatSci3/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci3/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci3/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci3/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci3/metadata.yaml,yes
llmsr,anon-node-06,191,25,llm-srbench,matsci,MatSci4,sim-datasets-data/llm-srbench/matsci/MatSci4,sim-datasets-data/llm-srbench/matsci/MatSci4/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci4/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci4/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci4/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci4/metadata.yaml,yes
llmsr,anon-node-06,192,26,llm-srbench,matsci,MatSci5,sim-datasets-data/llm-srbench/matsci/MatSci5,sim-datasets-data/llm-srbench/matsci/MatSci5/train.csv,sim-datasets-data/llm-srbench/matsci/MatSci5/valid.csv,sim-datasets-data/llm-srbench/matsci/MatSci5/id_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci5/ood_test.csv,sim-datasets-data/llm-srbench/matsci/MatSci5/metadata.yaml,yes
