D,target
1.999359583923616,526.3249820489431
1.105726872246696,565.3321430650699
1.009548021502455,828.9118748665798
0.2712259116225816,-31.88495798482427
0.9045391915232198,96.9162995594711
0.4501154689592267,397.1550000970326
0.2754565390362707,-75.76316249102479
2.0007762619107683,846.4942071454906
1.1064255079663878,723.2238157154222
1.4023947679947213,612.2765821188066
0.2708571872149664,-115.2166741058436
0.0369888800481281,30.54590618874795
0.5034252556812667,445.166799278076
0.9060140891536802,430.2431640435482
0.503270003299113,410.0797609113313
0.8040132740786742,378.0589570921227
0.9064022201090646,517.9607599604105
1.0534262260086549,745.3860932678684
1.633002775136331,729.6861961225716
0.9050631683129888,215.3350540472352
0.2581264918783597,7.646179821071428
0.6749209183178405,203.1865551437054
