Int,I2,delta,I1
5.0979270935058594,1.4602183103561401,4.3393688201904297,4.6573977470397949
12.936149597167969,3.4362661838531494,1.4191844463348389,18.800275802612305
9.9606971740722656,1.5335638523101807,3.9785618782043457,7.0805377960205078
8.1468133926391602,1.9623584747314453,2.4420032501220703,5.2143163681030273
2.1251802444458008,2.3085563182830811,2.4372434616088867,1.5503978729248047
2.1248519420623779,4.4365501403808594,3.4369535446166992,1.5476468801498413
0.79288065433502197,3.6643607616424561,2.5751183032989502,1.0878477096557617
11.786100387573242,3.1646487712860107,2.6362905502319336,6.8202762603759766
8.180232048034668,1.1160552501678467,3.0396096706390381,4.7266111373901367
9.6352729797363281,3.9349932670593262,3.8405919075012207,6.0811309814453125
0.28274598717689514,2.5798001289367676,4.8421049118041992,3.6571877002716064
13.197284698486328,4.208188533782959,2.8264844417572021,7.0489768981933594
11.327192306518555,2.0176844596862793,2.7106060981750488,6.6758685111999512
2.8913588523864746,1.2275397777557373,1.4538547992706299,4.6780900955200195
2.4762470722198486,4.4665946960449219,1.8715955018997192,4.3352808952331543
2.4977350234985352,1.8841159343719482,4.8298883438110352,5.1092953681945801
4.1416010856628418,2.6199576854705811,4.7734026908874512,7.2946972846984863
7.1414566040039062,2.2643859386444092,4.5272970199584961,7.8536496162414551
5.8788580894470215,1.3066507577896118,3.5856423377990723,3.386432409286499
3.9645719528198242,4.3728985786437988,1.8552992343902588,5.5675930976867676
8.3263092041015625,4.395756721496582,3.547327995300293,4.5257472991943359
1.9003784656524658,4.8858604431152344,1.5565849542617798,6.9518814086914062
3.9770262241363525,2.5415077209472656,2.8348162174224854,2.1067349910736084
4.9866704940795898,4.8179526329040527,4.495452880859375,7.2588706016540527
6.2070522308349609,2.7830333709716797,2.0338013172149658,5.4963946342468262
10.684181213378906,3.6788985729217529,3.6594042778015137,6.1183309555053711
2.7190608978271484,1.3300001621246338,4.4506974220275879,3.0132205486297607
6.9983162879943848,4.5883941650390625,1.5953922271728516,11.233576774597168
8.0618715286254883,2.1920139789581299,3.2517998218536377,4.2129673957824707
0.63462364673614502,2.0492193698883057,1.6366209983825684,2.392549991607666
8.2677030563354492,1.0205181837081909,1.6915796995162964,8.5753402709960938
2.3225114345550537,3.1728100776672363,1.4160917997360229,6.941596508026123
0.88767248392105103,2.9023854732513428,1.8117504119873047,2.5035574436187744
12.911271095275879,3.5454947948455811,2.8207571506500244,7.0009317398071289
13.139089584350586,4.9128165245056152,4.1782994270324707,10.677881240844727
11.000082015991211,4.6346511840820312,4.9632906913757324,20.471445083618164
4.1466550827026367,4.6406121253967285,4.2200689315795898,4.4778933525085449
1.3314391374588013,3.1010227203369141,2.5096616744995117,1.2522971630096436
9.3109617233276367,1.4160758256912231,3.0629496574401855,5.2768106460571289
5.9905118942260742,1.7236583232879639,1.235595703125,10.515110969543457
1.6629136800765991,4.8121609687805176,3.8443827629089355,1.8822157382965088
6.7390594482421875,2.6478118896484375,1.2900311946868896,12.586066246032715
0.47053474187850952,4.4600687026977539,4.5304465293884277,3.5006799697875977
12.373030662536621,3.688709020614624,3.9042313098907471,8.1386928558349609
3.5231363773345947,3.5151431560516357,4.3334646224975586,4.1966767311096191
9.0156106948852539,2.1022350788116455,3.8409228324890137,5.7818055152893066
4.2432065010070801,4.5869889259338379,3.7897195816040039,2.957535982131958
7.0776758193969727,1.8275654315948486,4.7204113006591797,8.9702033996582031
7.4401144981384277,2.6176209449768066,4.5266909599304199,8.3331089019775391
2.5174601078033447,4.9742898941040039,1.3798879384994507,10.194187164306641
13.192859649658203,3.9429082870483398,2.8259856700897217,7.0862112045288086
10.547554969787598,2.7802455425262451,2.9708938598632812,5.5710282325744629
12.783576965332031,3.2426526546478271,1.4358940124511719,18.086170196533203
12.175868988037109,2.645021915435791,1.6149379014968872,14.278524398803711
8.1364946365356445,3.9079520702362061,4.937136173248291,15.51512336730957
12.543811798095703,2.5967874526977539,2.0862405300140381,10.093454360961914
1.206560492515564,3.6805806159973145,4.5886073112487793,3.9460816383361816
2.6688499450683594,3.8188624382019043,1.6569385528564453,5.6858949661254883
0.61798441410064697,3.438239574432373,1.5294331312179565,4.3770565986633301
4.4284815788269043,3.1601378917694092,2.2694137096405029,3.382864236831665
5.290247917175293,1.8243273496627808,2.2296903133392334,3.863666296005249
3.694124698638916,1.7966458797454834,2.688220739364624,2.0447015762329102
11.276787757873535,4.182955265045166,2.3239855766296387,7.6975536346435547
4.85595703125,2.1613311767578125,3.2723014354705811,2.4522061347961426
3.8245246410369873,3.6238512992858887,1.3811386823654175,9.6817169189453125
7.3855061531066895,2.1984670162200928,4.1919097900390625,5.9782533645629883
1.9198369979858398,1.5779135227203369,2.0746254920959473,1.8486415147781372
10.915733337402344,2.6158266067504883,4.6456594467163086,12.76106071472168
1.0168967247009277,2.2410781383514404,4.6069760322570801,2.7368149757385254
13.428238868713379,1.9735920429229736,1.0634311437606812,21.771696090698242
10.508265495300293,3.3524162769317627,4.414729118347168,10.39759349822998
2.7060270309448242,1.9813729524612427,3.7024247646331787,1.6371159553527832
0.07783874124288559,3.9910824298858643,1.1507211923599243,8.941497802734375
11.096181869506836,3.8805866241455078,2.2357914447784424,8.0703945159912109
9.6187410354614258,3.781043529510498,3.2569980621337891,4.8724737167358398
9.9200658798217773,1.4109711647033691,3.3763105869293213,5.7773728370666504
10.495010375976562,4.7745695114135742,3.7232537269592285,6.1869874000549316
1.010013222694397,3.0133585929870605,3.5297272205352783,0.92787253856658936
4.8792524337768555,4.5986943244934082,4.7548098564147949,10.054689407348633
1.578988790512085,1.7943195104598999,3.9484784603118896,1.2781405448913574
11.744298934936523,3.3777966499328613,3.9794220924377441,8.1157951354980469
8.4820089340209961,4.8616342544555664,1.4355423450469971,15.699735641479492
4.5042238235473633,4.9947929382324219,2.974541187286377,2.5125477313995361
0.8673585057258606,1.0966744422912598,4.4670042991638184,1.3687635660171509
4.2332925796508789,2.9252133369445801,1.0730204582214355,13.061171531677246
4.4264817237854004,2.1656906604766846,1.7316148281097412,5.4880900382995605
9.9282140731811523,1.2548822164535522,1.4507194757461548,12.117318153381348
8.6759920120239258,3.2784976959228516,4.4131908416748047,8.7898874282836914
12.072279930114746,1.0203331708908081,1.1938165426254272,16.074203491210938
6.4266862869262695,3.4451103210449219,2.9977154731750488,3.249345064163208
1.6296658515930176,4.4807257652282715,3.0123593807220459,1.3083364963531494
9.7056350708007812,4.5344057083129883,4.0589084625244141,7.2624874114990234
10.35236930847168,4.8172779083251953,2.3899157047271729,6.804473876953125
7.6382818222045898,3.9594552516937256,4.7256755828857422,11.779210090637207
10.490885734558105,1.73885178565979,2.1968235969543457,7.8893561363220215
6.7202682495117188,2.738713264465332,3.2045178413391113,3.3831660747528076
7.1139273643493652,4.5435981750488281,1.2302210330963135,17.6380615234375
5.818946361541748,2.0201852321624756,3.3812272548675537,3.0313003063201904
0.34851589798927307,2.7732508182525635,3.5721766948699951,0.66102778911590576
1.4704618453979492,3.4677479267120361,3.9647760391235352,1.6679432392120361
0.43027621507644653,1.4134100675582886,1.3956506252288818,2.4986090660095215
8.6603870391845703,2.9604387283325195,2.3791024684906006,5.6867837905883789
4.2791872024536133,1.1788176298141479,3.7570161819458008,2.5993688106536865
6.921267032623291,2.2465097904205322,1.7286480665206909,7.8476991653442383
12.349170684814453,4.0081586837768555,1.0101649761199951,27.52781867980957
3.3940658569335938,3.8619964122772217,2.0702166557312012,3.6566162109375
5.5855293273925781,4.7662167549133301,3.7965106964111328,3.6950893402099609
10.281167030334473,4.107581615447998,2.6757376194000244,5.7242131233215332
3.1152663230895996,1.8609141111373901,2.2762997150421143,2.2957286834716797
1.049944281578064,4.6198844909667969,1.8487786054611206,3.4718046188354492
3.9444694519042969,3.2090566158294678,2.252100944519043,3.1492183208465576
2.1959564685821533,4.3795914649963379,2.4817595481872559,1.9535092115402222
12.650240898132324,4.6899580955505371,1.5283306837081909,18.12297248840332
10.996315002441406,4.3158450126647949,3.709197998046875,6.429084300994873
8.6194849014282227,2.5767920017242432,3.039226770401001,4.4552478790283203
11.857989311218262,3.3927526473999023,4.4297041893005371,11.731243133544922
10.935800552368164,2.7307922840118408,1.0014550685882568,22.028797149658203
2.5407989025115967,3.7765884399414062,4.1165800094604492,2.720109224319458
12.145009994506836,2.9387459754943848,4.1691808700561523,9.5944728851318359
7.3398804664611816,1.5130413770675659,1.2565585374832153,11.422909736633301
10.987060546875,3.5774819850921631,2.7200760841369629,6.0643448829650879
12.193062782287598,1.8188248872756958,2.3860974311828613,8.3412504196166992
4.3288073539733887,3.9798285961151123,4.3667011260986328,5.2198319435119629
1.4998530149459839,1.4224687814712524,2.9364981651306152,0.8145756721496582
3.1035261154174805,1.0292379856109619,2.035120964050293,2.652822732925415
5.8130531311035156,2.3379559516906738,1.4677023887634277,9.1003923416137695
11.130916595458984,4.8770217895507812,3.4645750522613525,5.8647480010986328
11.712018966674805,3.8039028644561768,2.4069199562072754,7.5582194328308105
0.097292512655258179,2.6547422409057617,3.0538311004638672,0.48691192269325256
6.9508776664733887,1.4830086231231689,2.4501292705535889,4.4680900573730469
5.6811389923095703,1.2414541244506836,4.9227027893066406,8.259608268737793
3.0242514610290527,3.9048466682434082,2.6227436065673828,2.0341989994049072
1.6333541870117188,4.6218037605285645,4.2135758399963379,2.8082489967346191
4.5956034660339355,1.0641037225723267,3.7072820663452148,2.7640364170074463
12.829977035522461,3.3365633487701416,2.0726242065429688,10.478111267089844
4.3995404243469238,3.9144163131713867,3.0036718845367432,2.330547571182251
7.060297966003418,2.1687901020050049,2.6196639537811279,4.075005054473877
9.5665245056152344,3.0911905765533447,3.9129986763000488,6.3200368881225586
4.9495015144348145,4.2594075202941895,2.4528403282165527,3.3640403747558594
13.222753524780273,3.3853080272674561,4.5111994743347168,13.869449615478516
13.09576416015625,2.5142214298248291,2.8428196907043457,7.3777894973754883
3.4279403686523438,1.3102312088012695,4.7432675361633301,4.8945393562316895
6.7672410011291504,2.947624683380127,4.4007587432861328,6.9411106109619141
4.0958380699157715,2.8727755546569824,2.2597622871398926,3.1461160182952881
3.8776612281799316,1.7261390686035156,2.9416849613189697,1.9800002574920654
0.50452309846878052,1.2805436849594116,2.6183881759643555,0.45812904834747314
8.2951755523681641,3.0336036682128906,4.9460878372192383,14.388748168945312
6.8411173820495605,2.3274068832397461,2.8703007698059082,3.5949721336364746
0.70302873849868774,1.8579913377761841,2.3520946502685547,0.82126009464263916
3.7933981418609619,1.3786275386810303,2.7938754558563232,2.0280003547668457
12.358685493469238,4.351722240447998,1.6934638023376465,14.749787330627441
3.2616951465606689,2.42044997215271,3.2923696041107178,1.6867992877960205
1.9738533496856689,4.3071403503417969,3.8721871376037598,1.9567084312438965
6.6611886024475098,1.1038490533828735,4.5701022148132324,6.9779081344604492
13.411417961120605,1.0089583396911621,4.1556410789489746,10.91340160369873
3.2956149578094482,4.6976709365844727,2.9384157657623291,1.995611310005188
9.1463890075683594,3.6957330703735352,2.2485518455505371,6.6329550743103027
10.36372184753418,4.9792585372924805,3.7815277576446533,6.3337225914001465
3.2355165481567383,2.9180200099945068,3.3182220458984375,1.729921817779541
9.9093074798583984,1.6365499496459961,2.5581333637237549,6.2203531265258789
5.0060057640075684,4.8091320991516113,2.8387176990509033,2.8044877052307129
8.6045494079589844,1.6642806529998779,3.4615428447723389,4.866086483001709
8.6211986541748047,2.4771411418914795,1.5155990123748779,11.692153930664062
7.2913479804992676,4.7382397651672363,3.3579185009002686,3.7717359066009521
1.2310104370117188,1.3265645503997803,3.2082443237304688,0.67259699106216431
11.366097450256348,2.8158483505249023,2.9484813213348389,6.0682621002197266
4.3665800094604492,4.5491623878479004,3.1976852416992188,2.3653972148895264
2.540097713470459,2.2776203155517578,4.9159612655639648,6.3561654090881348
0.55741775035858154,4.8506317138671875,1.6844441890716553,4.3644795417785645
8.0411720275878906,4.9894905090332031,3.1101069450378418,4.047431468963623
9.2202425003051758,2.9440619945526123,3.8252205848693848,5.7722716331481934
0.22837570309638977,2.2851662635803223,3.1540601253509521,0.46098014712333679
6.9691848754882812,4.8937559127807617,2.6222810745239258,4.092498779296875
3.0839447975158691,4.9948740005493164,4.0365872383117676,3.1312329769134521
8.7795896530151367,2.7808523178100586,3.8504195213317871,5.5798506736755371
2.3747818470001221,1.1789827346801758,1.8107709884643555,2.704883337020874
9.4021720886230469,2.7882444858551025,4.9308085441589355,14.992390632629395
