condition,algorithm,minute,expected_run_count,available_run_count,coverage_rate,mean_id_quality,mean_ood_quality,mean_quality,mean_relative_progress,cumulative_eff_score,diagnostic_available_mean_id_quality,diagnostic_available_mean_ood_quality,diagnostic_available_mean_quality,diagnostic_available_mean_relative_progress,diagnostic_available_cumulative_eff_score,native_eff_schema_version,formal_ready
noise001,drsr,1,150,150,1.0,0.21816670058224466,0.15068203164952146,0.18442436611588314,0.5744089297769197,57.44089297769197,0.21816670058224466,0.15068203164952146,0.18442436611588314,0.5744089297769197,57.44089297769197,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,2,150,150,1.0,0.2396350471778553,0.16404758803566857,0.20184131760676208,0.6267341419157058,60.05715358463127,0.2396350471778553,0.16404758803566857,0.20184131760676208,0.6267341419157058,60.05715358463127,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,3,150,150,1.0,0.24638809171029863,0.17151168354442728,0.20894988762736305,0.6420581769922569,61.440041622829405,0.24638809171029863,0.17151168354442728,0.20894988762736305,0.6420581769922569,61.440041622829405,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,4,150,150,1.0,0.2511830163731951,0.17245336153016402,0.21181818895167967,0.6446606996964265,62.19654870953272,0.2511830163731951,0.17245336153016402,0.21181818895167967,0.6446606996964265,62.19654870953272,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,5,150,150,1.0,0.26619063054281056,0.1921421539559517,0.22916639224938115,0.6829842915366044,63.41692479835827,0.26619063054281056,0.1921421539559517,0.22916639224938115,0.6829842915366044,63.41692479835827,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,6,150,150,1.0,0.27612879275852326,0.19855593124025792,0.2373423619993905,0.6920573928684722,64.38172721310643,0.27612879275852326,0.19855593124025792,0.2373423619993905,0.6920573928684722,64.38172721310643,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,7,150,150,1.0,0.276617449717967,0.20099581389686486,0.23880663180741588,0.6991017485733323,65.17150544799595,0.276617449717967,0.20099581389686486,0.23880663180741588,0.6991017485733323,65.17150544799595,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,8,150,150,1.0,0.28498244370077785,0.2017384430001099,0.2433604433504439,0.701376568303383,65.79227437078875,0.28498244370077785,0.2017384430001099,0.2433604433504439,0.701376568303383,65.79227437078875,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,9,150,150,1.0,0.2900678705904115,0.20664491640286922,0.2483563934966403,0.7112597292156372,66.38490754309709,0.2900678705904115,0.20664491640286922,0.2483563934966403,0.7112597292156372,66.38490754309709,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,10,150,150,1.0,0.2926423568927391,0.20929811403838441,0.25097023546556174,0.7158144766565646,66.90456155535301,0.2926423568927391,0.20929811403838441,0.25097023546556174,0.7158144766565646,66.90456155535301,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,11,150,150,1.0,0.29789405246253375,0.21346788405098877,0.25568096825676134,0.7321692366507202,67.47841265623657,0.29789405246253375,0.21346788405098877,0.25568096825676134,0.7321692366507202,67.47841265623657,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,12,150,150,1.0,0.30460735562920377,0.21930749370243907,0.2619574246658215,0.7446511854467769,68.06063814694,0.30460735562920377,0.21930749370243907,0.2619574246658215,0.7446511854467769,68.06063814694,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,13,150,150,1.0,0.30070336396611697,0.216674941428644,0.25868915269738063,0.7346990666949558,68.47673572559812,0.30070336396611697,0.216674941428644,0.25868915269738063,0.7346990666949558,68.47673572559812,algorithm_native_internal_best_so_far.v1,true
noise001,drsr,14,150,150,1.0,0.3047696960790368,0.22128889330134507,0.26302929469019093,0.7429163793417487,68.8920858833536,0.3047696960790368,0.22128889330134507,0.26302929469019093,0.7429163793417487,68.8920858833536,algorithm_native_internal_best_so_far.v1,true
