epsilon,T,sigma
0.5229445695877075,534.4722900390625,90.20425415039062
0.2276855409145355,386.8427734375,-23.207950592041016
0.3259851932525634,435.9925842285156,-18.15317153930664
0.2003200650215148,373.1600341796875,-21.795001983642575
0.2927385568618774,419.3692626953125,-22.076423645019528
0.0480096004903316,297.0047912597656,-4.250904560089111
0.1430686116218566,344.5343017578125,-16.53302001953125
0.2450890243053436,395.5444946289063,-23.59990501403809
0.4760152101516723,511.0075988769531,46.75225067138672
0.0459691956639289,295.9845886230469,-3.9662115573883057
0.2816963493824005,413.84817504882807,-22.816167831420895
0.5165833234786987,531.2916870117188,83.47611999511719
0.0861772373318672,316.088623046875,-9.47024917602539
0.0819763988256454,313.9881896972656,-8.90834331512451
0.3813162744045257,463.65814208984375,-4.658576488494873
0.1655130982398986,355.7565612792969,-18.893064498901367
0.3184236884117126,432.21185302734375,-19.287492752075195
0.2286457270383834,387.3228759765625,-23.24068832397461
0.0499299876391887,297.9649963378906,-4.5184502601623535
0.1217043399810791,333.8521728515625,-14.027002334594728
0.0538907796144485,299.9454040527344,-5.068965435028076
0.4853770732879638,515.6885375976562,54.32461929321289
0.0717743560671806,308.8871765136719,-7.528771400451661
0.372314453125,459.1572265625,-7.542872428894043
0.2262452542781829,386.1226196289063,-23.156538009643555
0.3202240467071533,433.1120300292969,-19.03109741210937
0.2820564210414886,414.0281982421875,-22.796054840087887
0.2432886511087417,394.6443176269531,-23.579944610595703
0.3257451355457305,435.87258911132807,-18.191526412963867
0.081856369972229,313.9281921386719,-8.892232894897461
0.3358271718025207,440.91357421875,-16.4434871673584
0.3035407066345214,424.7703552246094,-21.094413757324215
0.1056211218237876,325.810546875,-12.013409614562988
0.1016603335738182,323.8301696777344,-11.503973960876465
0.2268453687429428,386.4226989746094,-23.178295135498047
0.4211642444133758,483.5821228027344,11.912288665771484
0.2016403228044509,373.8201599121094,-21.88279151916504
0.0399679951369762,292.9840087890625,-3.126508951187134
0.3756751418113708,460.8375549316406,-6.500279903411865
0.3993198573589325,472.6599426269531,2.024544715881348
0.5158631801605223,530.9315795898438,82.73188018798828
0.3325865268707275,439.2932434082031,-17.036405563354492
0.1171434298157692,331.5717163085937,-13.465699195861816
0.3228645622730255,434.4322814941406,-18.639684677124023
0.2689737975597381,407.4869079589844,-23.362705230712887
0.3093018531799316,427.6509399414063,-20.45960998535156
0.3102620542049408,428.13101196289057,-20.346006393432617
0.1892778575420379,367.638916015625,-20.99185943603516
0.0513702742755413,298.6851501464844,-4.718844413757324
0.1827965527772903,364.3982849121094,-20.46658134460449
0.0007201440166682,273.3600769042969,2.4313764572143555
0.0352870561182498,290.6435241699219,-2.4692907333374023
0.0423684753477573,294.1842346191406,-3.4627981185913086
0.52018404006958,533.092041015625,87.25031280517578
0.3081016242504119,427.05081176757807,-20.598445892333984
0.0822164416313171,314.10821533203125,-8.940555572509766
0.2864972949028015,416.2486572265625,-22.526092529296875
0.4563312530517578,501.1656188964844,32.45557403564453
0.1321464329957962,339.0732116699219,-15.279047966003418
0.538067638874054,542.0338134765625,107.34259796142578
0.3856371343135833,465.8185729980469,-3.1683967113494877
0.0859371870756149,315.9685974121094,-9.438245773315428
0.077775552868843,311.8877868652344,-8.342711448669434
0.0972194448113441,321.6097106933594,-10.927218437194824
0.074414886534214,310.2074279785156,-7.887718200683594
0.3871974349021911,466.5987243652344,-2.612982988357544
0.0457291454076766,295.86456298828125,-3.932690382003784
0.4518903791904449,498.9451904296875,29.52033805847168
0.1495499163866043,347.77496337890625,-17.246686935424805
0.0262852571904659,286.14263916015625,-1.2005404233932495
0.2192838639020919,382.6419372558594,-22.870059967041016
0.3605521023273468,453.2760620117188,-10.882577896118164
0.3090618252754211,427.5309143066406,-20.48765754699707
0.2464092820882797,396.2046508789063,-23.611366271972656
0.079815961420536,312.9079895019531,-8.617894172668457
0.1010602116584777,323.5301208496094,-11.426369667053224
0.3955991268157959,470.799560546875,0.5393527150154113
0.5159832239151001,530.9915771484375,82.85567474365233
0.2868573665618896,416.4286804199218,-22.50240707397461
0.1673134565353393,356.65673828125,-19.067798614501957
0.110782153904438,328.3910827636719,-12.669648170471191
0.1641928404569625,355.0964050292969,-18.763435363769528
0.1854370832443237,365.7185363769531,-20.68515396118164
0.4484096765518188,497.204833984375,27.29149055480957
0.4106021225452423,478.3010559082031,6.875967979431152
0.131186231970787,338.5931091308594,-15.165969848632812
0.3378675878047943,441.9337768554688,-16.054712295532227
0.4912582635879516,518.629150390625,59.34903717041016
0.4026805460453033,474.34027099609375,3.414285659790039
0.3521504402160644,449.07522583007807,-12.985745429992676
0.0172834564000368,281.6417236328125,0.0738221183419227
0.5204240679740905,533.2120361328125,87.50508880615233
0.2176035195589065,381.8017578125,-22.791753768920895
0.0440488085150718,295.0244140625,-3.6978809833526607
0.3415883183479309,443.7941589355469,-15.31446647644043
0.108261652290821,327.1308288574219,-12.350268363952637
0.0762152448296546,311.1076354980469,-8.13173007965088
0.3515503108501434,448.775146484375,-13.12730884552002
0.2346469312906265,390.3234558105469,-23.416749954223636
0.1835166960954666,364.7583618164063,-20.526803970336918
0.5319463610649108,538.9732055664064,100.20799255371094
0.2610522210597991,403.5260925292969,-23.549657821655277
0.4006401300430297,473.320068359375,2.565003633499145
0.4308861792087554,488.4430847167969,16.992595672607422
0.4299259781837463,487.9629821777344,16.47128677368164
0.2083616703748703,377.1808471679688,-22.300710678100582
0.4527305364608764,499.36526489257807,30.067731857299805
0.4110822081565856,478.5411071777344,7.094318389892577
0.281936377286911,413.96820068359375,-22.80278968811035
0.4721744358539581,509.0872192382813,43.7929573059082
0.1076615303754806,326.8307800292969,-12.273910522460938
0.1718743741512298,358.93719482421875,-19.499643325805664
0.2137627452611923,379.88137817382807,-22.59988212585449
0.1046609356999397,325.3304748535156,-11.890357971191406
0.322624534368515,434.312255859375,-18.676029205322266
0.1729545891284942,359.477294921875,-19.59958839416504
0.518503725528717,532.2518310546875,85.47798919677734
0.2832566499710083,414.6283264160156,-22.72710227966309
0.4835767149925231,514.788330078125,52.82821273803711
0.0206441283226013,283.3220520019531,-0.4025478661060333
0.2828965783119201,414.44830322265625,-22.74809837341309
0.4695339202880859,507.7669677734375,41.80706405639648
0.2983796894550323,422.1898498535156,-21.596673965454105
0.419003814458847,482.50189208984375,10.8419771194458
0.1353870779275894,340.69354248046875,-15.657416343688965
0.1659931987524032,355.99661254882807,-18.939891815185547
0.2468893826007843,396.4447021484375,-23.6148624420166
0.438327670097351,492.163818359375,21.18193244934082
0.4683336615562439,507.1668395996094,40.91734313964844
0.4968993663787841,521.44970703125,64.36788177490233
0.0924184843897819,319.209228515625,-10.2975492477417
0.3787957727909088,462.39788818359375,-5.495821475982666
0.1843568682670593,365.1784362792969,-20.596485137939453
0.4679735898971557,506.98678588867193,40.65199661254882
0.4659331738948822,505.9665832519531,39.16197967529297
0.2489297837018966,397.46490478515625,-23.625675201416016
0.0758551731705665,310.9275817871094,-8.082975387573242
0.0295259058475494,287.762939453125,-1.6579813957214355
0.3253850638866424,435.69253540039057,-18.248767852783203
0.435447096824646,490.7235412597656,19.528636932373047
0.4082016348838806,477.100830078125,5.799007415771484
0.2015203088521957,373.7601623535156,-21.87488555908203
