tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-07,W4,173,1,feynman-ii.35.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard,feynman-ii.35.18,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/formula.py
dso,anon-node-07,W4,174,2,feynman-ii.35.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.35.18,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/formula.py
dso,anon-node-07,W4,175,3,feynman-bonus.2,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,srsd,srsd/srsd-feynman_hard,feynman-bonus.2,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/formula.py
dso,anon-node-07,W4,176,4,feynman_II_8_7,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7,srbench1.0,srbench1.0/feynman,feynman_II_8_7,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/formula.py
dso,anon-node-07,W4,177,5,feynman_I_14_3,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3,srbench1.0,srbench1.0/feynman,feynman_I_14_3,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/formula.py
dso,anon-node-07,W4,178,6,feynman_I_43_16,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16,sim-datasets-data/srbench1.0/feynman/feynman_I_43_16,srbench1.0,srbench1.0/feynman,feynman_I_43_16,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_43_16/formula.py
dso,anon-node-07,W4,179,7,feynman_III_15_14,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14,sim-datasets-data/srbench1.0/feynman/feynman_III_15_14,srbench1.0,srbench1.0/feynman,feynman_III_15_14,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_15_14/formula.py
dso,anon-node-07,W4,180,8,feynman_II_15_4,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,srbench1.0,srbench1.0/feynman,feynman_II_15_4,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4/formula.py
dso,anon-node-07,W4,181,9,feynman_II_3_24,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24,sim-datasets-data/srbench1.0/feynman/feynman_II_3_24,srbench1.0,srbench1.0/feynman,feynman_II_3_24,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/formula.py
dso,anon-node-07,W4,182,10,I.11.19_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0,llm-srbench,llm-srbench/lsrtransform,I.11.19_3_0,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0/formula.py
dso,anon-node-07,W4,183,11,feynman_II_21_32,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32,sim-datasets-data/srbench1.0/feynman/feynman_II_21_32,srbench1.0,srbench1.0/feynman,feynman_II_21_32,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_21_32/formula.py
dso,anon-node-07,W4,184,12,III.15.14_1_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,llm-srbench,llm-srbench/lsrtransform,III.15.14_1_0,C,mid-gap,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/formula.py
