tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-02,W4,30,1,feynman-bonus.8,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8,srsd,srsd/srsd-feynman_medium_dummy,feynman-bonus.8,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/formula.py
dso,anon-node-02,W4,31,2,feynman-i.30.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.30.5,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/formula.py
dso,anon-node-02,W4,32,3,feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.41.16,A,strict,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/formula.py
dso,anon-node-02,W4,33,4,feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
dso,anon-node-02,W4,34,5,feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard_dummy,feynman-iii.4.33,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/formula.py
dso,anon-node-02,W4,35,6,feynman-i.37.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.37.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/formula.py
dso,anon-node-02,W4,36,7,feynman-ii.37.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.37.1,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/formula.py
dso,anon-node-02,W4,37,8,PO14,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14,sim-datasets-data/llm-srbench/phys_osc/PO14,llm-srbench,llm-srbench/phys_osc,PO14,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/formula.py
dso,anon-node-02,W4,38,9,feynman-i.44.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.44.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/formula.py
dso,anon-node-02,W4,39,10,feynman-ii.11.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.11.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/formula.py
