tool,machine,global_index,slice_index,family,subgroup,dataset_name,dataset_dir,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,has_formula_py
pysr,anon-node-01,1,1,llm-srbench,bio_pop_growth,BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/metadata.yaml,yes
pysr,anon-node-01,2,2,llm-srbench,bio_pop_growth,BPG1,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1/metadata.yaml,yes
pysr,anon-node-01,3,3,llm-srbench,bio_pop_growth,BPG10,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/metadata.yaml,yes
pysr,anon-node-01,4,4,llm-srbench,bio_pop_growth,BPG11,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11/metadata.yaml,yes
pysr,anon-node-01,5,5,llm-srbench,bio_pop_growth,BPG12,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12/metadata.yaml,yes
pysr,anon-node-01,6,6,llm-srbench,bio_pop_growth,BPG13,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13/metadata.yaml,yes
pysr,anon-node-01,7,7,llm-srbench,bio_pop_growth,BPG14,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/metadata.yaml,yes
pysr,anon-node-01,8,8,llm-srbench,bio_pop_growth,BPG15,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15/metadata.yaml,yes
pysr,anon-node-01,9,9,llm-srbench,bio_pop_growth,BPG16,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/metadata.yaml,yes
pysr,anon-node-01,10,10,llm-srbench,bio_pop_growth,BPG17,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/train.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/valid.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/id_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/ood_test.csv,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/metadata.yaml,yes
