A,x1,x2,x3,y1,y3,y2
26.98592758178711,1.46021831035614,4.33936882019043,4.956046104431152,4.135329246520996,1.4539538621902466,-6.487881183624268
55.57802963256836,3.4362661838531494,1.4191844463348389,3.198179006576538,3.539334774017334,4.897932529449463,-41.629825592041016
44.724239349365234,1.5335638523101809,3.9785618782043457,2.1257891654968266,1.996172308921814,3.914938449859619,-12.563663482666016
38.10759353637695,1.962358474731445,2.4420032501220703,1.3091582059860227,4.032303333282472,2.405871152877808,-13.654540061950684
16.142005920410156,2.3085563182830806,2.4372434616088867,2.7778780460357666,2.252307653427124,3.8304204940795894,-8.855442047119139
16.14080810546875,4.436550140380859,3.436953544616699,2.891231775283813,4.748949527740479,4.198418617248535,-2.0979211330413814
11.282071113586426,3.664360761642456,2.57511830329895,1.1940879821777344,1.171461820602417,3.5822474956512447,-4.375306606292725
51.382904052734375,3.1646487712860107,2.6362905502319336,1.653297781944275,2.763468742370605,2.658398389816284,-17.8404541015625
38.22949600219727,1.116055250167847,3.039609670639038,1.4638028144836426,4.6508893966674805,3.8241240978240967,-12.71104335784912
43.53716278076172,3.9349932670593266,3.8405919075012207,3.5095667839050293,2.8200156688690186,1.9865975379943848,-10.262094497680664
9.421212196350096,2.579800128936768,4.842104911804199,4.424728393554688,3.031737327575684,2.0239696502685547,-2.1799304485321045
56.53059387207031,4.208188533782959,2.826484441757202,3.600409746170044,1.3396317958831787,1.0960453748703003,-19.401975631713867
49.70891189575195,2.0176844596862797,2.710606098175049,4.962886810302734,2.70539927482605,1.3949037790298462,-18.87881088256836
18.93685531616211,1.2275397777557373,1.45385479927063,2.881402969360352,3.982867956161499,2.201745748519897,-14.026052474975586
17.422618865966797,4.466594696044922,1.8715955018997192,3.473177909851074,4.468325614929199,3.563422679901123,-5.257985591888428
17.50100326538086,1.884115934371948,4.829888343811035,2.1306688785552974,2.294663190841675,2.2888317108154297,-3.7380437850952153
23.497461318969727,2.6199576854705806,4.773402690887451,4.904013156890869,1.4162975549697876,1.7419764995574951,-5.934864521026611
34.44027328491211,2.2643859386444087,4.527297019958496,3.6922719478607178,4.208432197570801,4.668774127960205,-9.310001373291016
29.834592819213867,1.3066507577896118,3.5856423377990723,2.7621235847473145,2.5793278217315674,2.0836832523345947,-8.98575496673584
22.85169982910156,4.372898578643799,1.8552992343902588,2.1587493419647217,3.511072397232056,2.094191551208496,-6.478183746337891
38.762351989746094,4.395756721496582,3.547327995300293,3.0387988090515137,1.143954157829285,4.81765079498291,-13.636651992797852
22.897130966186523,2.5415077209472656,2.8348162174224854,1.9078191518783567,1.1906129121780396,3.989059448242188,-9.694308280944824
26.5800895690918,4.817952632904053,4.495452880859375,2.9142091274261475,2.4888443946838374,1.0209518671035769,-3.907108783721924
31.03177070617676,2.78303337097168,2.033801317214966,1.9710326194763184,2.0496606826782227,4.4271626472473145,-16.74380874633789
47.36334609985352,3.678898572921753,3.6594042778015137,2.5519301891326904,4.96210479736328,3.783824920654297,-10.593069076538086
18.308349609375,1.3300001621246338,4.450697422027588,4.275493621826172,2.5805814266204834,3.2121028900146484,-6.428094387054443
33.91812896728516,4.588394165039063,1.5953922271728516,1.2981631755828855,2.2301571369171143,4.74094295501709,-18.70374298095703
37.79774475097656,2.1920139789581294,3.2517998218536377,4.692598342895508,1.884404540061951,3.0504941940307617,-14.755473136901855
10.704784393310549,2.0492193698883057,1.6366209983825684,1.8995842933654783,2.976100206375122,1.7104482650756836,-4.79967164993286
38.54856872558594,1.0205181837081907,1.6915796995162964,3.825485944747925,1.2315007448196411,3.147463083267212,-29.16349601745605
11.627850532531738,2.9023854732513428,1.811750411987305,3.404016494750977,1.9398015737533567,1.0424082279205322,-5.269033432006836
55.487281799316406,3.5454947948455806,2.8207571506500244,2.6271700859069824,4.853721618652344,4.535202980041504,-17.79422378540039
56.31830978393555,4.912816524505615,4.178299427032472,4.347317695617676,3.462695598602295,3.625642538070679,-13.179654121398926
48.51568603515625,4.634651184082031,4.963290691375732,2.000121593475342,4.45033597946167,4.769023895263672,-7.541077613830566
23.515899658203125,4.6406121253967285,4.22006893157959,2.8309519290924072,1.3603410720825195,3.979781150817871,-6.74625301361084
13.24661350250244,3.101022720336914,2.509661674499512,3.2297308444976807,1.5959556102752686,2.0688416957855225,-5.968661785125732
42.354148864746094,1.4160758256912231,3.062949657440185,2.007800817489624,3.6902997493743896,2.447451591491699,-13.726114273071287
14.455759048461914,4.812160968780518,3.844382762908936,3.9065487384796143,1.0928940773010254,3.18753981590271,-5.631296157836913
32.972415924072266,2.647811889648437,1.2900311946868896,2.2402956485748287,4.630862712860107,2.0346813201904297,-19.587936401367188
10.106224060058594,4.460068702697754,4.530446529388428,4.30301570892334,1.2322052717208862,1.6985453367233276,-2.630948781967163
21.241439819335938,3.515143156051636,4.3334646224975595,1.3765556812286377,1.258411526679993,1.5607290267944336,-4.376722812652588
41.27677154541016,2.102235078811645,3.8409228324890137,4.5488128662109375,2.0229337215423584,2.556314706802368,-12.66682243347168
23.868095397949215,4.586988925933838,3.789719581604004,3.967016458511353,1.6784310340881348,2.8875534534454346,-7.289226055145263
34.20761489868164,1.8275654315948489,4.72041130065918,1.4877290725708008,1.7805092334747314,4.875307559967041,-8.09394645690918
35.52971267700195,2.617620944976806,4.52669095993042,4.423476219177246,1.4262274503707886,1.5822697877883911,-8.570392608642578
17.572956085205078,4.974289894104004,1.379887938499451,1.2677531242370603,3.083158493041992,3.057018995285034,-4.429327964782715
56.514453887939446,3.94290828704834,2.8259856700897217,1.7358078956604004,1.0249850749969482,3.110607385635376,-20.47867774963379
46.86496353149414,2.7802455425262447,2.970893859863281,1.6886672973632812,4.162420272827148,2.2209701538085938,-13.141799926757812
55.021480560302734,3.242652654647827,1.435894012451172,4.6891117095947275,1.5548436641693115,1.6386990547180176,-40.15874862670898
52.80469512939453,2.645021915435791,1.6149379014968872,3.665329933166504,1.4285807609558103,3.3876461982727046,-38.046607971191406
38.069950103759766,3.9079520702362065,4.937136173248291,2.0202269554138184,2.718404769897461,1.4149152040481567,-6.138175010681152
54.146869659423835,2.5967874526977535,2.086240530014038,2.0052649974823,1.8758915662765503,3.271864414215088,-26.764186859130856
12.791083335876465,3.6805806159973145,4.588607311248779,4.93614625930786,4.343407154083252,2.5452256202697754,-2.0416715145111084
18.125192642211918,3.818862438201904,1.656938552856445,3.7151815891265865,1.0234988927841189,1.3388881683349607,-11.58208465576172
10.644087791442873,3.438239574432373,1.5294331312179563,2.609485149383545,1.5932915210723877,3.2479968070983887,-8.919363021850588
24.543939590454105,3.1601378917694087,2.269413709640503,1.256689190864563,3.793375253677368,3.5922868251800537,-7.522091865539552
27.687471389770508,1.8243273496627808,2.2296903133392334,2.7754964828491206,1.5904396772384644,3.647735834121704,-15.65700340270996
26.103275299072266,2.1613311767578125,3.2723014354705806,3.5979437828063965,2.6992011070251465,1.236097812652588,-7.553343772888183
22.34083747863769,3.6238512992858887,1.3811386823654177,3.896049499511719,1.0758734941482544,4.520824909210205,-26.10555458068848
35.330509185791016,2.1984670162200928,4.191909790039063,2.8733298778533936,2.9773037433624268,4.135032653808594,-9.70114326477051
15.392958641052246,1.5779135227203367,2.0746254920959477,1.7509828805923462,4.786496639251709,2.0099096298217773,-5.475493907928467
12.099231719970703,2.2410781383514404,4.60697603225708,1.5607672929763794,2.6293156147003174,2.7790024280548096,-2.288726329803467
57.37306594848633,1.9735920429229736,1.0634311437606812,1.3790786266326904,4.3157057762146,2.5086052417755127,-49.194705963134766
46.72164916992188,3.3524162769317627,4.414729118347168,2.967052698135376,3.8560616970062256,4.575294017791748,-10.729913711547852
18.260805130004883,1.981372952461243,3.7024247646331783,4.963114738464356,2.946287155151367,4.016215324401856,-8.73915195465088
8.67375659942627,3.991082429885864,1.1507211923599243,4.519254207611084,1.9309775829315183,4.097832202911377,-16.933910369873047
48.8662338256836,3.880586624145508,2.2357914447784424,1.6451152563095093,3.687985897064209,4.516193866729736,-18.77829360961914
43.47686004638672,3.781043529510498,3.2569980621337886,2.2196531295776367,3.314618825912476,2.925929307937622,-11.494845390319824
46.673294067382805,4.774569511413574,3.723253726959229,4.761218547821045,3.306051731109619,2.771711587905884,-11.840461730957031
12.074122428894045,3.0133585929870605,3.5297272205352783,3.9324779510498047,2.2443888187408447,3.1125314235687256,-4.972320556640625
