batch_name,snapshot_time,task_id,state,attempts,assigned_host,started_at,ended_at,state_error,state_status_counts,method,seed,global_index,dataset_id,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,metadata_feature_count,metadata_feature_names,metadata_target_name,metadata_train_samples,metadata_valid_samples,metadata_id_test_samples,metadata_ood_test_samples,formula_char_count,formula_operator_count,formula_call_count,formula_return_expr,result_task_id,result_host,result_dataset,result_task_label,result_dataset_dir,result_expected_dataset_rel,result_dataset_identity_status,result_dataset_identity_match,result_status,result_error,result_timeout_type,result_termination_reason,result_budget_exhausted,result_recovered_from_timeout,result_no_valid_output_reason,result_seconds,result_equation_count,result_has_expression,result_metric_complete,result_valid_output,result_feature_count,result_feature_names,result_target_name,result_train_rows,result_valid_rows,result_id_test_rows,result_ood_test_rows,result_equation,result_canonical_artifact_error,result_result_path,result_train_nmse,result_train_r2,result_train_rmse,result_train_acc_0_1,result_valid_nmse,result_valid_r2,result_valid_rmse,result_valid_acc_0_1,result_id_test_nmse,result_id_test_r2,result_id_test_rmse,result_id_test_acc_0_1,result_ood_test_nmse,result_ood_test_r2,result_ood_test_rmse,result_ood_test_acc_0_1,result_artifact_valid,result_complexity,result_tree_depth,result_variable_count,result_variables,result_operator_count,result_operator_set,result_normalized_expression,result_instantiated_expression,train_log10_nmse,train_log10_nmse_clip12,valid_log10_nmse,valid_log10_nmse_clip12,id_test_log10_nmse,id_test_log10_nmse_clip12,ood_test_log10_nmse,ood_test_log10_nmse_clip12
probe4_full664_load_queue_20260430-050117,20260501-021406,dso_s520_g0001,done,1,anon-node-05,2026-04-30T10:43:39,2026-04-30T11:09:40,,"{""ok"": 1}",dso,520,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,dso_s520_g0001,anon-node-05,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,not_timeout,completed,0,0,,1387.107,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,"                                  -x₁
x₂⋅(x₁ + x₂ + log(x₁) + sin(x₂))⋅ℯ   ",,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/dso/seed520/tasks/dso_s520_g0001/anon-node-05/dso/g0001_BPG0/result.json,0.0032541400953073805,0.99637567274808359,0.33267601771158239,0.84457142857142853,0.0041579095270843375,0.99533869081909399,0.36357760577921044,0.84999999999999998,0.0039366594817608147,0.99552874058038121,0.38937001460490112,0.81000000000000005,1,-0.051985526507697166,0.058298070029459734,0.98399999999999999,1,13,4,2,x0;x1,5,add;exp;log;mul;sin,x1*(x0 + x1 + log(x0) + sin(x1))*exp(-x0),x1*(x0 + x1 + log(x0) + sin(x1))*exp(-x0),-2.4875637540084909,-2.4875637540084909,-2.3811249648158799,-2.3811249648158799,-2.4048721497482677,-2.4048721497482677,0,0
probe4_full664_load_queue_20260430-050117,20260501-021406,dso_s521_g0001,done,1,anon-node-03,2026-05-01T00:26:56,2026-05-01T00:53:42,,"{""ok"": 1}",dso,521,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,dso_s521_g0001,anon-node-03,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,not_timeout,completed,0,0,,1548.3499999999999,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,"                  -x₁
x₂⋅(x₁ + x₂ + 2)⋅ℯ   ",,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/dso/seed521/tasks/dso_s521_g0001/anon-node-03/dso/g0001_BPG0/result.json,0.0010179324909475283,0.99886626870402029,0.18606421690664424,0.84571428571428575,0.0011834317300082233,0.99867328975002223,0.19396850231114765,0.84799999999999998,0.0010739373699461057,0.99878022150412049,0.20337054653129594,0.81399999999999995,1,-0.051985526507697166,0.058298070029459734,0.98399999999999999,1,10,4,2,x0;x1,3,add;exp;mul,x1*(x0 + x1 + 2)*exp(-x0),x1*(x0 + x1 + 2)*exp(-x0),-2.9922810233559929,-2.9922810233559929,-2.9268567906591891,-2.9268567906591891,-2.9690210451540757,-2.9690210451540757,0,0
probe4_full664_load_queue_20260430-050117,20260501-021406,dso_s522_g0001,done,1,anon-node-08,2026-05-01T07:37:57,2026-05-01T08:34:05,,"{""ok"": 1}",dso,522,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,dso_s522_g0001,anon-node-08,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,not_timeout,completed,0,0,,3275.2280000000001,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,"    x₂⋅(x₁ + x₂)   
───────────────────
       x₁   log(x₁)
-x₁ + ℯ   - ───────
              2⋅x₁ ",,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/dso/seed522/tasks/dso_s522_g0001/anon-node-08/dso/g0001_BPG0/result.json,0.0003267567520683298,0.99963607178345615,0.10541821456157302,0.89171428571428568,0.00040043668769876686,0.99955108229349787,0.11283050657509267,0.89000000000000001,0.00034857505391981084,0.99960408831383452,0.11586352305416306,0.878,1,-0.051985526507697166,0.058298070029459734,0.98399999999999999,1,20,6,2,x0;x1,5,add;exp;log;mul;pow,x1*(x0 + x1)/(-x0 + exp(x0) - log(x0)/(2*x0)),x1*(x0 + x1)/(-x0 + exp(x0) - log(x0)/(2*x0)),-3.4857754294376413,-3.4857754294376413,-3.3974661396462427,-3.3974661396462427,-3.4577036967803356,-3.4577036967803356,0,0
probe4_full664_load_queue_20260430-050117,20260501-021406,imcts_s520_g0001,done,1,anon-node-03,2026-04-30T06:55:55,2026-04-30T07:58:18,,"{""ok"": 1}",imcts,520,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,imcts_s520_g0001,anon-node-03,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,budget_exhausted_with_output,budget_exhausted_with_output,1,1,,3601.346,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,-0.005410884372640642*x0*x1 + 0.5484543154711394*x0 - 0.009764233611124221*x1**2 + 0.9857612072653254*x1 + 0.4008109519349252,,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/imcts/seed520/tasks/imcts_s520_g0001/anon-node-03/iMCTS/g0001_BPG0/result.json,4.664319446572075e-06,0.9999948050730495,0.0125949809321933,1,4.598907809582441e-06,0.99999484430071039,0.012091688753670803,1,4.4425177489232979e-06,0.99999495418655748,0.013080163243293906,1,0.068144472770841305,0.92831300093357705,0.015218417540865463,1,1,17,4,2,x0;x1,3,add;mul;pow,-0.005410884372640642*x0*x1 + 0.5484543154711394*x0 - 0.009764233611124221*x1**2 + 0.9857612072653254*x1 + 0.4008109519349252,-0.005410884372640642*x0*x1 + 0.5484543154711394*x0 - 0.009764233611124221*x1**2 + 0.9857612072653254*x1 + 0.4008109519349252,-5.3312117135808066,-5.3312117135808066,-5.3373452962730878,-5.3373452962730878,-5.3523708284086373,-5.3523708284086373,-1.1665693642236115,-1.1665693642236115
probe4_full664_load_queue_20260430-050117,20260501-021406,imcts_s521_g0001,done,1,anon-node-02,2026-04-30T20:42:57,2026-04-30T21:47:15,,"{""ok"": 1}",imcts,521,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,imcts_s521_g0001,anon-node-02,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,budget_exhausted_with_output,budget_exhausted_with_output,1,1,,3601.328,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,-0.009963871718385685*x1**2 + 1.009963871718386*x1 + 2.211273499446108*x1*exp(-x0),,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/imcts/seed521/tasks/imcts_s521_g0001/anon-node-02/iMCTS/g0001_BPG0/result.json,4.3369250753706603e-06,0.99999516971142,0.012144910839060823,1,5.3176283375813123e-06,0.9999940385644206,0.013002252566569953,1,4.6169216145579512e-06,0.99999475609857691,0.013334441454545454,1,0.0015487526853225713,0.99837073459090075,0.0022942736317837025,1,1,16,5,2,x0;x1,4,add;exp;mul;pow,-0.009963871718385685*x1**2 + 1.009963871718386*x1 + 2.211273499446108*x1*exp(-x0),-0.009963871718385685*x1**2 + 1.009963871718386*x1 + 2.211273499446108*x1*exp(-x0),-5.3628180806490597,-5.3628180806490597,-5.2742820198773632,-5.2742820198773632,-5.3356474987765443,-5.3356474987765443,-2.8100179276087687,-2.8100179276087687
probe4_full664_load_queue_20260430-050117,20260501-021406,imcts_s522_g0001,done,1,anon-node-03,2026-05-01T07:04:38,2026-05-01T08:17:17,,"{""ok"": 1}",imcts,522,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,imcts_s522_g0001,anon-node-03,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,budget_exhausted_with_output,budget_exhausted_with_output,1,1,,3601.9180000000001,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,-0.019145288356960596*x1**2/(0.018568099960345077*exp(x0) + 3.8232447731112242) - 0.019145288356960596*x1*exp(x0)/(0.018568099960345077*exp(x0) + 3.8232447731112242) + 1.9406372320028034*x1/(0.018568099960345077*exp(x0) + 3.8232447731112242) + 1.9406372320028034*exp(x0)/(0.018568099960345077*exp(x0) + 3.8232447731112242),,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/imcts/seed522/tasks/imcts_s522_g0001/anon-node-03/iMCTS/g0001_BPG0/result.json,1.1984606121068124e-05,0.99998665203915749,0.020189020722574429,0.98228571428571432,1.5476196442018894e-05,0.99998265009469522,0.022181541531445113,0.98199999999999998,1.3249328778065086e-05,0.99998495140705534,0.022588922576288192,0.97199999999999998,0.00015621644399051011,0.99983566256191947,0.00072864762114293582,1,1,50,7,2,x0;x1,4,add;exp;mul;pow,-0.019145288356960596*x1**2/(0.018568099960345077*exp(x0) + 3.8232447731112242) - 0.019145288356960596*x1*exp(x0)/(0.018568099960345077*exp(x0) + 3.8232447731112242) + 1.9406372320028034*x1/(0.018568099960345077*exp(x0) + 3.8232447731112242) + 1.9406372320028034*exp(x0)/(0.018568099960345077*exp(x0) + 3.8232447731112242),-0.019145288356960596*x1**2/(0.018568099960345077*exp(x0) + 3.8232447731112242) - 0.019145288356960596*x1*exp(x0)/(0.018568099960345077*exp(x0) + 3.8232447731112242) + 1.9406372320028034*x1/(0.018568099960345077*exp(x0) + 3.8232447731112242) + 1.9406372320028034*exp(x0)/(0.018568099960345077*exp(x0) + 3.8232447731112242),-4.9213762346597463,-4.9213762346597463,-4.8103357663413737,-4.8103357663413737,-4.8778061228868985,-4.8778061228868985,-3.8062732524148513,-3.8062732524148513
probe4_full664_load_queue_20260430-050117,20260501-021406,pyoperon_s520_g0001,done,1,anon-node-05,2026-04-30T05:04:06,2026-04-30T05:08:15,,"{""ok"": 1}",pyoperon,520,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,pyoperon_s520_g0001,anon-node-05,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,not_timeout,completed,0,0,,6.1769999999999996,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,(0.115 + (129.302 * log(exp(((((-0.192) * X2) + (0.198 * X2)) * cos((0.016 * X2))))))),,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/pyoperon/seed520/tasks/pyoperon_s520_g0001/anon-node-05/pyoperon/g0001_BPG0/result.json,0.3991145908112429,0.5554826019320408,3.6842761408776887,0.0017142857142857142,0.42539208710991205,0.52310553459284725,3.6775138024621676,0.0060000000000000001,0.34514524523716344,0.6079838919130921,3.6458561207119549,0.01,4459.8208529433196,-4690.6669881135849,3.8932553090732185,0,1,13,8,1,x0,5,add;cos;exp;log;mul,129.302*log(exp(0.00600000000000001*x0*cos(0.016*x0))) + 0.115,129.302*log(exp(0.00600000000000001*x0*cos(0.016*x0))) + 0.115,-0.39890239500981456,-0.39890239500981456,-0.37121059284528557,-0.37121059284528557,-0.46199810512801853,-0.46199810512801853,3.6493174138375286,3.6493174138375286
probe4_full664_load_queue_20260430-050117,20260501-021406,pyoperon_s521_g0001,done,1,anon-node-05,2026-04-30T18:28:58,2026-04-30T18:33:13,,"{""ok"": 1}",pyoperon,521,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,pyoperon_s521_g0001,anon-node-05,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,not_timeout,completed,0,0,,6.2080000000000002,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,((-1.960) + ((-113.441) * sin((sin((0.027 * X2)) / ((-0.869) * X1))))),,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/pyoperon/seed521/tasks/pyoperon_s521_g0001/anon-node-05/pyoperon/g0001_BPG0/result.json,0.038582968127855069,0.95702787871755746,1.1455160755850959,0.071142857142857147,0.034824520976279028,0.96095926130908094,1.0522094149433763,0.064000000000000001,0.039637203375630356,0.9549800484949843,1.2355208559656794,0.050000000000000003,338.60377212769691,-355.20626749924753,1.0727538295227699,0,1,14,7,2,x0;x1,4,add;mul;pow;sin,113.441*sin(1.15074798619102*sin(0.027*x1)/x0) - 1.96,113.441*sin(1.15074798619102*sin(0.027*x1)/x0) - 1.96,-1.4136043658065516,-1.4136043658065516,-1.4581148487385869,-1.4581148487385869,-1.4018969949884172,-1.4018969949884172,2.5296917919451514,2.5296917919451514
probe4_full664_load_queue_20260430-050117,20260501-021406,pyoperon_s522_g0001,done,1,anon-node-04,2026-05-01T06:31:10,2026-05-01T06:32:31,,"{""ok"": 1}",pyoperon,522,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,pyoperon_s522_g0001,anon-node-04,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,not_timeout,completed,0,0,,17.056999999999999,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,(966.546 + ((-1149.376) * sin(cos(((tanh((0.080 * X2)) ^ 2) / (((-1.280) * X1) / 1.492)))))),,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/pyoperon/seed522/tasks/pyoperon_s522_g0001/anon-node-04/pyoperon/g0001_BPG0/result.json,0.13527082447328961,0.84934092535391104,2.144892050713072,0.10285714285714286,0.14185538243306162,0.84097013362389406,2.1236479232867955,0.128,0.1489128640488605,0.83086470923742139,2.3947748392559349,0.084000000000000005,75.68665807726245,-78.621268847016978,0.50718201214156533,0,1,17,9,2,x0;x1,6,add;cos;mul;pow;sin;tanh,966.546 - 1149.376*sin(cos(1.165625*tanh(0.08*x1)**2/x0)),966.546 - 1149.376*sin(cos(1.165625*tanh(0.08*x1)**2/x0)),-0.86879586294849198,-0.86879586294849198,-0.84815418107623497,-0.84815418107623497,-0.82706778348276733,-0.82706778348276733,1.879019329511963,1.879019329511963
probe4_full664_load_queue_20260430-050117,20260501-021406,udsr_s520_g0001,done,1,anon-node-04,2026-04-30T14:32:18,2026-04-30T15:35:02,,"{""ok"": 1}",udsr,520,1,g0001,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,t;P,dP_dt,3500,500,500,500,99,7,0,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,udsr_s520_g0001,anon-node-04,BPG0,g0001_BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,match,1,ok,,budget_exhausted_with_output,budget_exhausted_with_output,1,1,,3602.5540000000001,1,1,1,1,2,t;P,dP_dt,3500,500,500,500,(2.54304e-6*x1**3 + 0.00199633*x1**2*x2 - 0.202606*x1**2 - 0.00366104*x1*x2**2 - 0.390523*x1*x2 + 77.2092*x1 - 7.6276e-5*x2**3 - 1.47508*x2**2 + 149.72*x2 + 59.1491)/(1.0*x1 + 148.413159102577),,/home/anonymous/projects/scientific-intelligent-modelling/experiments/probe4_full664_load_queue_20260430-050117/udsr/seed520/tasks/udsr_s520_g0001/anon-node-04/udsr/g0001_BPG0/result.json,1.0234005648804384e-09,0.99999999886017854,0.00018656329235621532,1,9.673137652879374e-10,0.99999999891557323,0.00017536515031596847,1,1.1709219201239543e-09,0.99999999867006639,0.00021235502704921962,1,3.0373737693257512e-05,0.99996804726756072,0.00032129450396874615,1,1,52,5,2,x0;x1,3,add;mul;pow,(2.54304e-6*x0**3 + 0.00199633*x0**2*x1 - 0.202606*x0**2 - 0.00366104*x0*x1**2 - 0.390523*x0*x1 + 77.2092*x0 - 7.6276e-5*x1**3 - 1.47508*x1**2 + 149.72*x1 + 59.1491)/(1.0*x0 + 148.413159102577),(2.54304e-6*x0**3 + 0.00199633*x0**2*x1 - 0.202606*x0**2 - 0.00366104*x0*x1**2 - 0.390523*x0*x1 + 77.2092*x0 - 7.6276e-5*x1**3 - 1.47508*x1**2 + 149.72*x1 + 59.1491)/(1.0*x0 + 148.413159102577),-8.9899543476488439,-8.9899543476488439,-9.0144326319867538,-9.0144326319867538,-8.9314720637575924,-8.9314720637575924,-4.5175017619284201,-4.5175017619284201
