x1,target
-0.17168957124566364,-0.3125807114547759
-0.06253579069047377,-0.1210865285572473
-0.17394606563632942,-0.31626510123678486
0.2018208424631982,0.44063473194384073
0.7608347179666672,1.6629430695042198
-0.5599489153360604,-0.7750631368536841
-0.10156933056691053,-0.1925211922609868
-0.3021009460096211,-0.5068040893274725
-0.4839204931903258,-0.7124065135167501
0.44684862792336943,1.0345399654299894
0.21527069119452902,0.4722500734136445
-0.5647486202454308,-0.7785432308187508
0.5209559041342855,1.2097154813846882
-0.2506032317891631,-0.4346876533349173
0.4747633386316681,1.1014707541981035
0.7147120672245526,1.5963837670771632
