x1,x2,target
1.7305790699556134,0.28613021931029614,-0.0030435645684094847
0.7442680852549426,2.275423283240812,1.3731109856439487
1.5341211061708515,1.887188215098492,3.3515049237378753
2.741902446227769,2.614988626915064,7.492610534640452
-0.2528594033687108,-1.8409516152313314,0.05982410787403819
2.9390367714383663,2.701798803036368,7.783088009777977
0.6758195193911938,-1.155763328470253,-0.13774483073382304
-1.9120976976975605,-1.3098341756980665,2.9334333873975558
0.35849503911667435,-2.542555756661902,-0.14779339501551692
1.0233335105740462,-0.21859336403653584,-0.2521241444377983
1.4278391772966792,2.121567464085021,3.490903708129864
-0.41232088649031784,-2.520411785644872,0.07271596420100646
1.8088197121177725,0.1126744890661655,-0.45383566726675884
-1.164248786123079,-2.623871359813995,4.054778299103019
0.24082701960379538,1.0259763647018652,0.2273635540810962
-2.4135140508602886,-1.1096393353947884,3.472578164446898
0.1132593167538416,0.4234660138627122,0.5372171801067787
1.8293107706104061,0.47901347355913293,0.4575223585937008
