t,A,dA_dt
31.842369079589844,2.2597959041595455,3.5076980566373095e-05
40.96419143676758,2.2587826251983643,0.0005176117992959
0.9001800417900085,1.2716708183288574,0.2939503192901611
51.86237335205078,2.260487794876098,-0.0002945705782622
25.277055740356445,2.2595169544219966,0.0001680044224485
43.9767951965332,2.2602479457855225,-0.0001802834885893
14.474894523620604,2.2571964263916016,0.0012721326202154
2.1004199981689453,1.5947754383087158,0.2392697036266326
40.32806396484375,2.258884191513061,0.0004692805814556
18.55571174621582,2.2593414783477783,0.0002514736843295
14.174835205078123,2.2568671703338623,0.0014287388185039
37.77155303955078,2.2604005336761475,-0.0002529538760427
34.098819732666016,2.25825309753418,0.0007695422973483
21.904380798339844,2.260028839111328,-7.585612183902413e-05
36.223243713378906,2.259852886199951,7.971778359205926e-06
3.012602567672729,1.7893584966659546,0.1859861612319946
6.8293657302856445,2.171531915664673,0.0407757833600044
24.28085708618164,2.2597184181213374,7.199215906439349e-05
52.678535461425774,2.2599196434021,-2.38538341363892e-05
45.6451301574707,2.2597765922546387,4.426684608915821e-05
31.24224853515625,2.2603209018707275,-0.0002150015352526
51.49029922485352,2.2606546878814697,-0.0003741028776858
30.318063735961918,2.2609028816223145,-0.0004923653905279
6.757351398468018,2.1685562133789062,0.0421035923063755
14.23484706878662,2.2569313049316406,0.0013982149539515
29.71794319152832,2.2610764503479004,-0.0005751851131208
5.6291255950927725,2.106400489807129,0.0691498517990112
24.736948013305664,2.259607553482056,0.0001248582993866
19.9119815826416,2.259537696838379,0.0001580688403919
40.41208267211913,2.258847713470459,0.0004865662776865
4.944989204406737,2.0511906147003174,0.0920603349804878
1.2962592840194702,1.3854492902755735,0.2797395586967468
30.76215171813965,2.2606658935546875,-0.0003794375807046
13.730746269226074,2.2563719749450684,0.0016640448011457
14.402880668640137,2.2571146488189697,0.0013110109139233
33.558712005615234,2.2583823204040527,0.0007080871728248
21.268253326416016,2.25993013381958,-2.881515138142277e-05
33.2226448059082,2.258578300476074,0.0006148088723421
20.164031982421875,2.25961709022522,0.0001202475177706
17.46349334716797,2.2593648433685303,0.0002404457045486
50.71014022827149,2.2607660293579106,-0.0004271297657396
37.79555892944336,2.26039719581604,-0.0002513376530259
27.641529083251957,2.260439395904541,-0.0002714567817747
12.914583206176758,2.255049705505371,0.0022921431809663
33.23464584350586,2.2585701942443848,0.0006186968530528
9.57791519165039,2.2355303764343266,0.0114955231547355
1.056211233139038,1.3171559572219849,0.2889505922794342
26.465293884277344,2.2597222328186035,7.019173790467903e-05
7.4054808616638175,2.192032814025879,0.0315463468432426
48.14162826538086,2.2593727111816406,0.0002365957916481
31.266252517700195,2.2603015899658203,-0.0002058039681287
33.846771240234375,2.258279800415039,0.0007568250293843
19.94799041748047,2.2595489025115967,0.0001527469430584
51.39427947998047,2.2606863975524902,-0.0003891781088896
3.420684099197388,1.8608481884002688,0.1628075838088989
46.2092399597168,2.2594692707061768,0.0001907136320369
50.74615097045898,2.260768175125122,-0.0004282108857296
43.568714141845696,2.260186195373535,-0.0001507837150711
26.057210922241207,2.259563684463501,0.0001456484023947
31.8543701171875,2.259784698486328,4.040122439619154e-05
1.1282256841659546,1.3378729820251465,0.2863706946372985
1.5363072156906128,1.4513182640075684,0.2689618170261383
22.86457252502441,2.2600166797637935,-7.006857049418613e-05
15.843168258666992,2.258652925491333,0.0005793489981442
29.273855209350582,2.2610912322998047,-0.0005821860395371
42.21244430541992,2.259517192840576,0.0001678755361353
53.830764770507805,2.25896430015564,0.000431049382314
26.45329093933105,2.2597165107727046,7.296050171134993e-05
23.53670692443848,2.2599022388458248,-1.560603777761571e-05
16.68333625793457,2.259172916412353,0.0003317838418297
17.955591201782227,2.259376287460327,0.0002349748101551
18.051610946655277,2.2593722343444824,0.0002368209243286
