mom,q,r,v
55.65700149536133,3.4362661838531494,1.4191844463348389,22.825702667236328
43.0881233215332,1.5335638523101809,3.9785618782043457,14.124061584472656
35.425933837890625,1.962358474731445,2.4420032501220703,14.78518295288086
9.989409446716307,2.3085563182830806,2.4372434616088867,3.5508348941802974
9.98802375793457,4.436550140380859,3.436953544616699,1.3100579977035522
4.361523151397705,3.664360761642456,2.57511830329895,0.9244273900985716
50.798973083496094,3.1646487712860107,2.6362905502319336,12.177724838256836
35.567100524902344,1.116055250167847,3.039609670639038,20.96886444091797
2.20661735534668,2.579800128936768,4.842104911804199,0.3532944321632385
56.76008224487305,4.208188533782959,2.826484441757202,9.544017791748049
48.86045837402344,2.0176844596862797,2.710606098175049,17.86766815185547
13.2258939743042,1.2275397777557373,1.45385479927063,14.821714401245115
11.472383499145508,4.466594696044922,1.8715955018997192,2.744701623916626
11.563152313232422,1.884115934371948,4.829888343811035,2.5413327217102046
18.50715446472168,2.6199576854705806,4.773402690887451,2.9596970081329346
31.17911529541016,2.2643859386444087,4.527297019958496,6.08281135559082
25.845659255981445,1.3066507577896118,3.5856423377990723,11.032936096191406
17.759349822998047,4.372898578643799,1.8552992343902588,4.377978801727295
36.18415832519531,4.395756721496582,3.547327995300293,4.64102029800415
17.811960220336914,2.5415077209472656,2.8348162174224854,4.944533824920654
22.076889038085938,4.817952632904053,4.495452880859375,2.0385994911193848
27.232013702392575,2.78303337097168,2.033801317214966,9.622386932373049
46.14425659179688,3.678898572921753,3.6594042778015137,6.855188846588135
12.498074531555176,1.3300001621246338,4.450697422027588,4.2227301597595215
30.574462890625,4.588394165039063,1.5953922271728516,8.353348731994629
35.06712341308594,2.1920139789581294,3.2517998218536377,9.839273452758787
3.693015575408936,2.0492193698883057,1.6366209983825684,2.202290296554565
35.93659210205078,1.0205181837081907,1.6915796995162964,41.6345329284668
10.82297420501709,3.1728100776672363,1.4160917997360227,4.817715644836426
4.761941909790039,2.9023854732513428,1.811750411987305,1.8111759424209597
55.55191040039063,3.5454947948455806,2.8207571506500244,11.109293937683104
18.528505325317383,4.6406121253967285,4.22006893157959,1.8922370672225952
6.636497020721436,3.101022720336914,2.509661674499512,1.7054884433746338
40.3435173034668,1.4160758256912231,3.062949657440185,18.602760314941406
26.317306518554688,1.723658323287964,1.235595703125,24.714046478271484
8.036707878112793,4.812160968780518,3.844382762908936,0.8688432574272155
29.47931289672852,2.647811889648437,1.2900311946868896,17.26076316833496
2.999872922897339,4.460068702697754,4.530446529388428,0.2969274222850799
53.27827835083008,3.688709020614624,3.904231309890747,7.398952484130859
15.89464282989502,3.515143156051636,4.3334646224975595,2.0869040489196777
18.936355590820312,4.586988925933838,3.789719581604004,2.178670644760132
32.440704345703125,2.617620944976806,4.52669095993042,5.475611686706543
11.646474838256836,4.974289894104004,1.379887938499451,3.3935134410858154
56.74139404296875,3.94290828704834,2.8259856700897217,10.184585571289062
45.56712341308594,2.7802455425262447,2.970893859863281,11.033448219299316
55.01250457763672,3.242652654647827,1.435894012451172,23.63026428222656
52.44542694091797,2.645021915435791,1.6149379014968872,24.55571174621582
35.382347106933594,3.9079520702362065,4.937136173248291,3.66768741607666
53.99969100952149,2.5967874526977535,2.086240530014038,19.93519401550293
6.108985900878905,3.6805806159973145,4.588607311248779,0.7234388589859008
12.285974502563477,3.818862438201904,1.656938552856445,3.8832840919494633
19.718992233276367,3.1601378917694087,2.269413709640503,5.499143123626709
23.35925674438477,1.8243273496627808,2.2296903133392334,11.485283851623535
16.61693000793457,1.7966458797454834,2.688220739364624,6.881028175354004
48.64754104614258,4.182955265045166,2.3239855766296387,10.008621215820312
21.524730682373047,2.1613311767578125,3.2723014354705806,6.086857318878174
17.16776466369629,3.6238512992858887,1.3811386823654177,6.860188961029053
32.21002578735352,2.1984670162200928,4.191909790039063,6.990192890167236
9.122001647949219,1.5779135227203367,2.0746254920959477,5.5731048583984375
47.12237548828125,2.6158266067504883,4.645659446716309,7.755340099334717
5.307809829711913,2.2410781383514404,4.60697603225708,1.0281877517700195
57.73567962646485,1.9735920429229736,1.0634311437606812,55.018341064453125
45.40115737915039,3.3524162769317627,4.414729118347168,6.135287761688232
12.44301700592041,1.981372952461243,3.7024247646331783,3.3923699855804443
1.3410502672195437,3.991082429885864,1.1507211923599243,0.5840018987655639
47.884624481201165,3.880586624145508,2.2357914447784424,11.038179397583008
41.64363479614258,3.781043529510498,3.2569980621337886,6.763157367706299
45.34516143798828,4.774569511413574,3.723253726959229,5.1015729904174805
5.278732776641846,3.0133585929870605,3.5297272205352783,0.992585003376007
21.62313461303711,4.598694324493408,4.754809856414794,1.9777934551239011
7.682193756103516,1.7943195104599,3.9484784603118896,2.168631076812744
50.62239837646485,3.3777966499328613,3.979422092437744,7.532154083251954
36.84186172485352,4.861634254455566,1.4355423450469973,10.557796478271484
20.038942337036133,4.994792938232422,2.974541187286377,2.69753646850586
4.6761322021484375,1.0966744422912598,4.4670042991638175,1.9090734720230105
18.89447593688965,2.92521333694458,1.0730204582214355,12.039247512817385
19.71054458618164,2.165690660476685,1.7316148281097412,10.51189136505127
42.95090866088867,1.2548822164535522,1.4507194757461548,47.186302185058594
37.66128540039063,3.278497695922852,4.413190841674805,5.205920696258545
52.007850646972656,1.020333170890808,1.1938165426254272,85.39241790771484
28.1597900390625,3.4451103210449214,2.997715473175049,5.453381061553955
7.8962631225585955,4.480725765228272,3.0123593807220455,1.1700284481048584
42.01069259643555,4.534405708312988,4.058908462524414,4.56520414352417
44.742618560791016,4.817277908325195,2.389915704727173,7.7726144790649405
33.27779769897461,3.9594552516937256,4.725675582885742,3.557011127471924
45.327739715576165,1.73885178565979,2.1968235969543457,23.732107162475582
29.39993476867676,2.738713264465332,3.2045178413391118,6.699881076812744
31.062828063964844,4.543598175048828,1.2302210330963137,11.11444854736328
25.59258079528809,2.020185232162476,3.3812272548675537,7.493393898010255
2.4844419956207275,2.7732508182525635,3.572176694869995,0.5015760660171508
7.2237548828125,3.467747926712036,3.964776039123535,1.050816297531128
2.8298132419586186,1.4134100675582886,1.3956506252288818,2.869081497192383
37.59536743164063,2.9604387283325195,2.3791024684906006,10.67566967010498
19.08834648132324,1.178817629814148,3.757016181945801,8.620026588439941
30.248992919921875,2.246509790420532,1.7286480665206907,15.578513145446776
53.177490234375,4.008158683776856,1.0101649761199951,26.26761245727539
15.349424362182615,3.8619964122772217,2.0702166557312007,3.839674711227417
24.60658264160156,4.766216754913329,3.796510696411133,2.719711780548096
44.441848754882805,4.107581615447998,2.6757376194000244,8.087092399597168
14.171722412109377,1.86091411113739,2.2762997150421143,6.691089630126953
5.447408676147461,4.619884490966797,1.8487786054611208,1.2755688428878784
10.288382530212402,4.379591464996338,2.481759548187256,1.893144607543945
54.449268341064446,4.689958095550537,1.5283306837081907,15.19272804260254
47.4627685546875,4.315845012664794,3.709197998046875,5.9297614097595215
37.42258834838867,2.576792001724243,3.039226770401001,9.556994438171385
51.10264587402344,3.3927526473999023,4.429704189300537,6.800588130950928
47.20714569091797,2.730792284011841,1.0014550685882568,34.523719787597656
11.745062828063965,3.7765884399414062,4.116580009460449,1.51094651222229
52.3150749206543,2.9387459754943848,4.169180870056152,8.539729118347168
32.017295837402344,1.513041377067566,1.256558537483215,33.68069839477539
47.42367935180664,3.577481985092163,2.720076084136963,9.74690532684326
52.518062591552734,1.818824887275696,2.3860974311828613,24.20246696472168
19.297950744628903,3.979828596115112,4.366701126098633,2.2208712100982666
7.347908973693847,1.4224687814712524,2.9364981651306152,3.518206119537353
14.122129440307615,1.029237985610962,2.035120964050293,13.48416805267334
25.567686080932617,2.3379559516906734,1.4677023887634275,14.90208625793457
48.031352996826165,4.87702178955078,3.4645750522613525,5.685257434844971
50.48604202270508,3.8039028644561768,2.4069199562072754,11.028343200683594
1.4232267141342163,2.6547422409057617,3.053831100463867,0.3511047661304473
30.374073028564453,1.4830086231231687,2.450129270553589,16.718616485595703
25.010454177856445,1.2414541244506836,4.922702789306641,8.18497371673584
13.787257194519045,3.904846668243408,2.622743606567383,2.6924526691436768
