x0,x1,y
-4.732136373392068635e-02,7.970967279534260742e+05,3.163980563982313126e-07
7.104158549249115981e-03,6.463603389306132449e+05,4.688910479326418308e-09
-4.413802452682293216e-03,6.744972391392959282e+06,1.970985305859191058e-07
-1.290599579639523271e-02,2.486446185144929681e+06,2.290015476149589686e-07
1.615482124746624821e-03,3.902521248377243523e+06,8.838775783073553941e-09
4.249096503239570277e-02,5.372247322907253169e+06,1.158783856134190215e-05
-4.372862188488485513e-02,9.563897989331732970e+05,3.889544120913744359e-07
2.481541046498649417e-03,1.419445596766482631e+05,2.759165052550598954e-11
1.367077638518159922e-02,1.807510889396525687e+06,1.357830170675594019e-07
3.670219869989677086e-02,3.407358446692269063e+05,3.477899757359568265e-08
7.645169412880575485e-03,7.654813568022645777e+05,7.616241626019308051e-09
-4.566290641225478203e-02,8.586620528953639790e+06,3.418762192180312918e-05
-1.045161413307690336e-02,3.460856567258215509e+05,2.909585922047030171e-09
4.062248948459013659e-03,6.948566617729016580e+06,1.771824780967363687e-07
3.724877828410753239e-02,2.012988329366304388e+05,1.250270057453839148e-08
2.381019096850892428e-02,1.610969100238348823e+06,3.271880463283416938e-07
-1.789573821569118151e-02,2.085692416432427010e+06,3.098111265050538250e-07
-1.619208515122576991e-02,9.606028955649416894e+05,5.380103015446285314e-08
2.134342402328199065e-02,1.075766905132392567e+05,1.172362165606742666e-09
-4.972530496393113425e-02,7.971725792378309416e+05,3.494273256960769164e-07
5.957786814989878693e-02,2.372682229724181816e+06,4.443716291459345361e-06
-1.339194181854275060e-03,5.076521271149188979e+05,1.027819324352319716e-10
9.772711192494759613e-02,1.439026718014807266e+05,4.398099945662250316e-08
-7.996078111655782750e-02,7.916768979976091534e+06,8.911426928148487444e-05
-1.130027847596182418e-02,5.566428739290074445e+05,8.798909481347104497e-09
4.222806745513235649e-02,2.039965050195281627e+06,1.650232430228437799e-06
-7.219111264348985688e-03,6.972447458004517248e+05,5.634238433922590978e-09
