host_label,method,seed,task_key,dataset_name,dataset_dir,global_index,task_status,task_error,task_seconds,finished_at,log_path,experiment_dir,result_path,result_status,result_error,canonical_artifact_present,recovered_after_timeout,valid_r2,valid_rmse,valid_nmse,id_r2,id_rmse,id_nmse,ood_r2,ood_rmse,ood_nmse,is_formal200_candidate,candidate_pool,candidate_family,candidate_subgroup,candidate_basename,candidate_selection_mode,candidate_advantage_side,candidate_gap_score
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0|seed=1314,BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,1,ok,,3610.404,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/1_BPG0.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG0/experiments/BPG0_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG0/experiments/BPG0_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.9999957803515392,0.01093909278321318,3.763946105060895e-06,0.9999964382836185,0.010989482360923186,3.135864696856639e-06,0.8892085095833886,0.018919188208054584,0.10531655391154353,True,A,llm-srbench,llm-srbench/bio_pop_growth,BPG0,strict,llmsr,6.408354157123256
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1|seed=1314,BPG1,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,2,ok,,3609.88,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/2_BPG1.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG1/experiments/BPG1_llmsr_seed1314_20260416-130204,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG1/experiments/BPG1_llmsr_seed1314_20260416-130204/result.json,ok,,True,,0.9999380378625503,0.11770653241661964,2.1693680956696342e-05,0.9999380636164088,0.11742326723113501,2.3618193319206407e-05,0.7549524140422551,1.3316052147502822,0.0006221732179741458,False,,,,,,,
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10|seed=1314,BPG10,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,3,ok,,3610.138,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/3_BPG10.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG10/experiments/BPG10_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG10/experiments/BPG10_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.999999965323129,0.0027020300636621153,2.2511729555822408e-08,0.99999996326337,0.0027856218106546253,2.2547512456591007e-08,0.9999825614534811,0.05966030878760338,5.024469144510161e-07,True,B,llm-srbench,llm-srbench/bio_pop_growth,BPG10,one-sided,llmsr,
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11|seed=1314,BPG11,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,4,ok,,3610.62,2026-04-16 14:02:16,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/4_BPG11.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG11/experiments/BPG11_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG11/experiments/BPG11_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.9997162088095038,0.13177087730887133,0.00027538175462267587,0.9997668727080363,0.12530689955839383,0.00022697356621835847,-10.045730014563956,0.07607400914194229,0.04962901924570773,False,,,,,,,
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12|seed=1314,BPG12,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,5,ok,,3610.237,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/5_BPG12.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG12/experiments/BPG12_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG12/experiments/BPG12_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.06408128297871507,23.200747507472165,0.934414520687304,0.04811289010000808,24.081063826940053,0.9518206820150839,-4.41013005135301,48.55517035329891,3.086114217721494,False,,,,,,,
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13|seed=1314,BPG13,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,6,ok,,3610.108,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/6_BPG13.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG13/experiments/BPG13_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG13/experiments/BPG13_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.9995387157549561,0.019595944887801798,0.00040332180608389077,0.9994944156711026,0.020459976362971106,0.0004403437803924613,-296.93724576807807,0.1071473457201074,238.88315382328454,False,,,,,,,
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14|seed=1314,BPG14,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,7,ok,,3610.154,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/7_BPG14.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG14/experiments/BPG14_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG14/experiments/BPG14_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.9999810777902088,0.007376555650664726,1.120086465425502e-05,0.9999842317699752,0.007330616109631823,8.885980966729483e-06,-27.350216789355596,0.022459311587556926,0.3055132528935798,True,A,llm-srbench,llm-srbench/bio_pop_growth,BPG14,strict,llmsr,0.9491796578397274
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15|seed=1314,BPG15,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,8,ok,,3610.755,2026-04-16 14:02:16,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/8_BPG15.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG15/experiments/BPG15_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG15/experiments/BPG15_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.9971049546783491,0.39074116553457294,0.0004871792971329701,0.9969011639406481,0.39457185540199063,0.0004951976711048236,-11.238149635497303,1.409518872877796,0.031410960877116756,False,,,,,,,
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16|seed=1314,BPG16,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,9,ok,,3610.382,2026-04-16 14:02:15,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/9_BPG16.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG16/experiments/BPG16_llmsr_seed1314_20260416-130204,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG16/experiments/BPG16_llmsr_seed1314_20260416-130204/result.json,ok,,True,,0.9833417215280384,0.20823797597911387,0.01592340783428392,0.9858292537613659,0.1736363404850022,0.013746259682941894,-11.220631451048291,0.1298512999766519,11.464581835278848,True,A,llm-srbench,llm-srbench/bio_pop_growth,BPG16,strict,llmsr,7.253072945617273
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17|seed=1314,BPG17,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,10,ok,,3610.374,2026-04-16 14:02:16,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/__launcher__/logs/10_BPG17.log,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG17/experiments/BPG17_llmsr_seed1314_20260416-130205,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG17/experiments/BPG17_llmsr_seed1314_20260416-130205/result.json,ok,,True,,0.9999736066560448,0.00013307873842531695,2.1298834730149814e-05,0.9999720828166988,0.0001331411995989219,2.235961810576198e-05,-9236.75859936222,0.0005829154143634705,241.03316310393996,True,C,llm-srbench,llm-srbench/bio_pop_growth,BPG17,mid-gap,llmsr,11.509820168296965
