logP,target
1.14484412470024,13.412370423150298
1.820143884892086,11.409903387194396
0.7280575539568345,14.406754468629568
0.4642685851318945,14.405222148160066
0.8019184652278176,13.806544540725248
0.342925659472422,14.698446993204158
1.0762589928057555,13.411972019828228
0.5434052757793765,14.69961155676098
0.2479616306954436,14.800131779560378
1.0076738609112712,13.60326690724098
0.9232613908872904,13.909485829866458
0.7333333333333333,14.30454869331372
1.5035971223021585,12.213176423717258
1.1237410071942446,13.412247837512735
0.712230215827338,14.30442610767616
0.6700239808153478,14.30418093640104
0.3218225419664268,14.800560829291838
0.6436450839328537,14.585177864098496
1.223980815347722,13.00388443239019
