x,t,v,dv_dt
0.0304160732775926,13.122624397277832,0.0194507166743278,-0.0440363697707653
-0.0006361816776916,27.94158744812012,-0.0006877322448417,0.0010815624846145
-0.0005438833031803,29.45388984680176,0.0006053516408428,0.0003362084680702
-3.414199090912007e-05,33.398681640625,-0.0002687288215383,0.0001723940513329
0.9969059824943542,0.1200240030884742,-0.0515542663633823,-0.4294135272502899
0.0002784098905976,27.093418121337887,-0.0013653831556439,0.000348351401044
-0.0117324134334921,2.496499300003052,-0.5090912580490112,0.2645719051361084
0.0013992263702675,26.245248794555664,-0.0010675949743017,-0.0011050914181396
0.0014909302117303,25.077014923095703,0.0011565927416086,-0.0023087554145604
0.0124707473441958,12.554511070251465,0.0429293774068355,-0.0355496145784854
0.0013908115215599,24.996999740600582,0.0013405880890786,-0.0022829235531389
0.1279701292514801,6.713342666625977,0.1161640956997871,-0.1878309845924377
0.0767674371600151,8.5537109375,-0.1186980158090591,-0.0248244777321815
-0.3868839740753173,3.992798566818237,0.0079628126695752,0.303485482931137
0.1639562100172042,7.441488265991211,-0.0133002009242773,-0.1561172604560852
0.000798876164481,24.652931213378903,0.0020809916313737,-0.0019583753310143
-0.3804171681404113,4.176835536956787,0.0615092553198337,0.2777090668678283
-0.0113461567088961,17.411481857299805,0.0110881580039858,0.0076318336650729
-0.3691101968288421,3.632726430892944,-0.1091537103056907,0.3444751501083374
-0.2663636207580566,3.1206240653991695,-0.2954097390174865,0.3736505508422851
0.5291913747787474,1.5363072156906128,-0.548106849193573,-0.1694051623344421
0.8530254960060119,0.8321664333343505,-0.3469423353672027,-0.3778536319732666
-9.853435039985924e-05,35.59912109375,0.0001485413522459,4.179169627605006e-05
-0.0683697462081909,5.721144199371338,0.256650686264038,-0.0514202341437339
-0.0078012882731854,17.707542419433594,0.0126285767182707,0.002811170881614
-0.0034277804661542,22.236446380615234,-0.001695264945738,0.0048249578103423
0.019320910796523,14.586916923522947,-0.0256649535149335,-0.0094769578427076
0.0045042526908218,20.572114944458008,-0.0057819066569209,-0.0023845969699323
-0.0034544374793767,22.97259521484375,0.0014312921557575,0.0033139795996248
0.0002531128120608,32.462493896484375,-0.0002928020840045,-0.000151084997924
0.000372161361156,31.19023895263672,0.0001905601238831,-0.0005283886566758
-0.3654400706291198,3.600720167160034,-0.120229572057724,0.3474749028682708
0.0001757650461513,30.61412239074707,0.0004811395774595,-0.0004424861981533
-0.0502120591700077,9.769953727722168,-0.0662986636161804,0.0883750170469284
0.993936002254486,0.1680335998535156,-0.0721642822027206,-0.4291344583034515
-0.010713736526668,17.467493057250977,0.0114900944754481,0.0067112389951944
-0.0012723790714517,23.8687744140625,0.0029389271512627,3.4491760743549094e-05
0.5553147792816162,1.488297700881958,-0.5395013093948364,-0.1881184428930282
-0.0013028702232986,18.21964454650879,0.0121185882017016,-0.0044570807367563
0.0002990992798004,18.35567092895508,0.0114069581031799,-0.0059746727347373
-0.0057803080417215,15.579115867614746,-0.0205042790621519,0.0168224293738603
0.9831623435020446,0.2800559997558593,-0.1201678737998008,-0.4275322258472442
-0.045787289738655,9.70594120025635,-0.0718997716903686,0.0864571034908294
0.0003701043897308,31.974395751953125,-0.0001703095040284,-0.0003480200539343
-0.0031906953081488,18.06761360168457,0.012651840224862,-0.0025254844222217
-4.996470306650736e-05,35.919185638427734,0.0001521566300652,-1.669756784394849e-05
0.0229929853230714,12.834567070007324,0.0319521538913249,-0.041987981647253
0.1564621329307556,7.6815361976623535,-0.0481277406215667,-0.1330852061510086
-0.0001081441369024,33.71074295043945,-0.0002051489573204,0.0002274386351928
0.0039442614652216,18.715744018554688,0.0086820293217897,-0.0088691944256424
-0.0073958332650363,17.739547729492188,0.0127099603414535,0.0023047034628689
0.0010737632401287,26.517303466796875,-0.0013001315528526,-0.0006113078561611
0.0035820184275507,15.179036140441896,-0.0257159993052482,0.0085143176838755
-0.1656920313835144,2.832566499710083,-0.4019772112369537,0.3567345738410949
0.9801557660102844,0.3040608167648315,-0.1304425150156021,-0.4269591569900512
0.0015359340468421,18.467693328857425,0.0106753576546907,-0.0070554642006754
-0.0001249291090061,35.41508483886719,0.0001373669656459,7.811678369762376e-05
0.1461743265390396,6.897379398345947,0.0815777406096458,-0.1868471056222915
0.0084265666082501,14.994998931884766,-0.0268332604318857,0.0034751698840409
