t,A,dA_dt
30.414083480834961,1.1725958585739136,0.00033845330472104251
9.4818964004516602,1.1718854904174805,0.00070940807927399874
9.8899784088134766,1.1721221208572388,0.00058592058485373855
20.176034927368164,1.1733336448669434,-4.7376695874845609e-05
53.926784515380859,1.1730420589447021,0.00010516490146983415
37.999599456787109,1.1733285188674927,-4.47322781838011e-05
16.599319458007812,1.1731185913085938,6.5104941313620657e-05
40.004001617431641,1.1734212636947632,-9.3242721050046384e-05
12.098420143127441,1.1728181838989258,0.0002222465118393302
47.649528503417969,1.1728790998458862,0.00019037062884308398
29.369873046875,1.1725393533706665,0.00036798525252379477
9.5179033279418945,1.1719105243682861,0.00069635704858228564
38.407680511474609,1.1734588146209717,-0.00011289544636383653
17.511503219604492,1.1732767820358276,-1.765220622473862e-05
13.178635597229004,1.1730983257293701,7.5697316788136959e-05
8.4496898651123047,1.1707621812820435,0.0012949814554303885
17.59552001953125,1.1732910871505737,-2.5115752578130923e-05
34.590919494628906,1.1731412410736084,5.3268147894414142e-05
25.973194122314453,1.1738225221633911,-0.00030337096541188657
46.605319976806641,1.1734441518783569,-0.00010520665091462433
5.665132999420166,1.1625282764434814,0.00554693304002285
0.51610320806503296,1.0346343517303467,0.061417069286108017
34.170833587646484,1.1733379364013672,-4.9648082494968548e-05
47.625526428222656,1.1728923320770264,0.00018347080913372338
48.081615447998047,1.1726629734039307,0.00030337268253788352
1.5723145008087158,1.0880687236785889,0.040549568831920624
49.617923736572266,1.1728014945983887,0.00023093595518730581
8.6657333374023438,1.1710658073425293,0.0011368016712367535
12.758551597595215,1.1730130910873413,0.00012028225319227204
48.309661865234375,1.1725749969482422,0.00034932440030388534
24.220844268798828,1.1734323501586914,-9.9074393801856786e-05
50.194038391113281,1.1732156276702881,1.4346147509058937e-05
29.765953063964844,1.1724694967269897,0.00040447976789437234
37.759552001953125,1.1732321977615356,5.7018096413230523e-06
24.232847213745117,1.1734369993209839,-0.00010150128946406767
2.4244849681854248,1.1170462369918823,0.027698667719960213
31.710342407226562,1.173271656036377,-1.4981377717049327e-05
2.7245450019836426,1.1249383687973022,0.024023391306400299
15.999199867248535,1.1730552911758423,9.8255535704083741e-05
51.058212280273438,1.1737922430038452,-0.00028748699696734548
20.200040817260742,1.1733298301696777,-4.5427277655107901e-05
50.794158935546875,1.1736390590667725,-0.00020726172078866512
10.646129608154297,1.1723620891571045,0.00046057836152613163
46.197238922119141,1.1736081838607788,-0.00019111232541035861
42.524505615234375,1.172727108001709,0.00026985583826899529
47.733547210693359,1.1728336811065674,0.00021415294031612575
8.3056612014770508,1.1705391407012939,0.0014110727934166789
26.573314666748047,1.1737504005432129,-0.00026559628895483911
20.020004272460938,1.173356294631958,-5.926469384576194e-05
12.710541725158691,1.1730012893676758,0.00012647958646994084
3.192638635635376,1.1351836919784546,0.019144235178828239
30.066013336181641,1.1724854707717896,0.00039614233537577093
