t,P,dP_dt
30.907180786132812,101.35002899169922,0.014807179570198059
10.323864936828613,101.06496429443359,0.30672317743301392
10.72514533996582,101.17172241210938,0.19758808612823486
20.839767456054688,101.2744140625,0.092396311461925507
54.028007507324219,101.39820861816406,-0.034689769148826599
38.36627197265625,101.41685485839844,-0.053855374455451965
17.322664260864258,101.35802459716797,0.0065970406867563725
40.337268829345703,101.27314758300781,0.093696631491184235
12.89677906036377,101.34755706787109,0.017340874299407005
47.855369567871094,101.3951416015625,-0.031538974493741989
29.880376815795898,101.33062744140625,0.034724712371826172
10.359272003173828,101.07675933837891,0.29467591643333435
38.767555236816406,101.42087554931641,-0.057992599904537201
18.219644546508789,101.41944122314453,-0.056520078331232071
13.958992004394531,101.346435546875,0.018492730334401131
9.3088617324829102,100.50505828857422,0.87539887428283691
18.302261352539062,101.42356109619141,-0.06075611338019371
35.014404296875,101.41311645507812,-0.050011903047561646
26.540307998657227,101.34317779541016,0.021839534863829613
46.828567504882812,101.32928466796875,0.036101896315813065
6.570713996887207,88.564132690429688,11.526158332824707
1.507501482963562,2.3216376304626465,3.4249920845031738
34.601318359375,101.38205718994141,-0.018089411780238152
47.831768035888672,101.39466857910156,-0.031050451099872589
48.280254364013672,101.39144897460938,-0.027738688513636589
2.5461091995239258,8.5996551513671875,9.4305286407470703
49.790958404541016,101.31534576416016,0.050407122820615768
9.5213041305541992,100.66680145263672,0.71175718307495117
13.54590892791748,101.34452056884766,0.020463589578866959
48.504501342773438,101.38074493408203,-0.016742104664444923
24.817163467407227,101.35933685302734,0.005244809202849865
50.357471466064453,101.36299896240234,0.0014877081848680973
30.269853591918945,101.31776428222656,0.047927528619766235
38.130226135253906,101.3994140625,-0.035927280783653259
24.82896614074707,101.35985565185547,0.0047176806256175041
3.3840768337249756,19.755344390869141,17.583444595336914
32.181835174560547,101.40132904052734,-0.037900771945714951
3.679135799407959,25.419212341308594,20.693990707397461
16.732545852661133,101.34754943847656,0.017353063449263573
51.207241058349609,101.41401672363281,-0.050936590880155563
20.863372802734375,101.27395629882812,0.092864423990249634
50.947589874267578,101.40778350830078,-0.044529303908348083
11.468693733215332,101.25835418701172,0.10885833948850632
46.427284240722656,101.31020355224609,0.05568201094865799
42.815761566162109,101.33205413818359,0.03326062485575676
47.93798828125,101.39624786376953,-0.032670803368091583
9.1672334671020508,100.37374877929688,1.0078690052032471
27.130426406860352,101.34632110595703,0.018616378307342529
20.686336517333984,101.28044891357422,0.086205735802650452
13.498700141906738,101.34494018554688,0.020032007247209549
4.139427661895752,35.942024230957031,24.719545364379883
30.564912796020508,101.32541656494141,0.040077034384012222
45.152629852294922,101.38838195800781,-0.024591339752078056
49.802761077880859,101.31595611572266,0.049782250076532364
49.330665588378906,101.32040405273438,0.045218281447887421
5.2960591316223145,65.800224304199219,24.001348495483398
26.858972549438477,101.33915710449219,0.025971919298171997
11.82276439666748,101.29056549072266,0.075835026800632477
44.692337036132812,101.38809967041016,-0.02430369146168232
20.66273307800293,101.28179931640625,0.084820173680782318
21.984596252441406,101.36000823974609,0.0045550335198640823
44.680534362792969,101.38768768310547,-0.023877846077084541
