x1,target
-1.2999999999999998,0.3709120413551101
-1.5,1.6532731788489266e-16
1.1,0.1939691332565163
-0.09999999999999987,0.017633557568774147
1.2000000000000002,0.3423803458662554
-0.8999999999999999,-0.15870201811896797
0.8000000000000003,-0.22825356391083682
-0.2999999999999998,0.0855950864665638
0.5,1.8369701987210297e-17
-1.9,-0.33503759380670983
0.6000000000000001,-0.10580134541264521
-1.2,0.34238034586625526
-1.6,-0.28213692110038696
0.40000000000000036,0.07053423027509663
1.7000000000000002,-0.48503882331052856
0.0,0.0
-0.19999999999999996,0.0570633909777092
2.0,-2.9391523179536476e-16
-1.8,-0.5135705187993831
-0.7,-0.19972186842198222
-0.5999999999999999,-0.10580134541264498
1.3000000000000003,0.37091204135510975
0.30000000000000027,0.08559508646656386
-0.5,1.8369701987210297e-17
-1.7,-0.4850388233105283
-0.7999999999999998,-0.22825356391083687
0.20000000000000018,0.05706339097770928
1.6,-0.28213692110038696
-1.4,0.2468698059628388
1.9000000000000004,-0.3350375938067091
1.0,-7.347880794884119e-17
-1.0,-7.347880794884119e-17
1.8000000000000003,-0.5135705187993828
0.9000000000000004,-0.15870201811896725
1.4000000000000004,0.24686980596283825
1.5,1.6532731788489266e-16
-2.0,-2.9391523179536476e-16
